image,pred_label
car3-boat1,car
car8-boat3,car
car2-car3,car
car3-elephant3,elephant
car4-boat1,boat
car1-keyboard2,keyboard
car8-chair1,car
car10-bottle3,bottle
car1-chair3,airplane
car5-oven2,car
car6-knife1,bottle
car9-clock2,car
car3-dog2,dog
car8-bicycle2,car
car7-dog3,dog
car7-bear1,bear
car7-oven2,keyboard
car5-bear3,bear
car7-car1,car
car9-cat1,bear
car4-bottle1,bottle
car9-bird1,bottle
car4-bear3,bear
car7-boat3,car
car10-elephant2,elephant
car2-chair1,car
car5-airplane3,car
car6-bottle1,bottle
car4-bicycle3,bottle
car10-dog1,bear
car2-bird3,airplane
car5-truck3,car
car3-oven3,oven
car8-truck3,car
car4-cat3,bottle
car3-airplane3,airplane
car10-chair1,car
car2-cat3,bottle
car1-dog2,bird
keyboard10-car1,car
keyboard3-clock3,clock
keyboard4-keyboard2,bottle
keyboard9-bear2,bear
keyboard8-dog3,bear
keyboard9-bicycle2,bicycle
keyboard8-truck3,car
keyboard8-keyboard2,keyboard
keyboard9-keyboard2,car
keyboard9-chair2,chair
keyboard3-elephant2,elephant
keyboard7-truck2,truck
keyboard8-airplane2,keyboard
keyboard5-keyboard1,keyboard
keyboard7-clock3,keyboard
keyboard5-dog3,bear
keyboard6-bicycle1,bottle
keyboard9-boat2,boat
keyboard1-car3,car
keyboard2-elephant1,elephant
keyboard4-knife2,bottle
keyboard6-dog2,cat
keyboard2-knife1,keyboard
keyboard4-bird1,bird
keyboard8-oven1,keyboard
keyboard6-car2,boat
keyboard3-car2,boat
keyboard4-oven2,clock
keyboard7-bear2,bear
keyboard4-truck3,truck
keyboard4-clock2,keyboard
keyboard5-bird3,keyboard
keyboard3-cat1,cat
keyboard5-airplane3,keyboard
keyboard9-truck3,keyboard
keyboard1-airplane2,car
keyboard2-clock1,clock
keyboard7-dog1,bear
keyboard5-bottle1,bottle
keyboard1-dog3,bear
keyboard10-boat2,clock
keyboard7-bottle1,bottle
keyboard6-boat2,boat
keyboard5-bicycle1,car
keyboard3-bird3,bird
keyboard4-cat2,cat
keyboard8-cat3,keyboard
keyboard1-bear2,bear
keyboard1-clock1,clock
keyboard6-elephant1,elephant
keyboard7-chair3,airplane
keyboard7-car3,car
keyboard3-bicycle2,chair
keyboard5-oven2,keyboard
keyboard7-boat2,boat
keyboard2-bicycle3,knife
keyboard10-oven3,clock
keyboard5-bear3,bear
keyboard2-bottle1,bottle
keyboard8-chair2,chair
keyboard1-elephant3,elephant
keyboard6-chair1,airplane
keyboard1-bird2,bird
keyboard7-oven2,keyboard
keyboard6-knife2,knife
keyboard9-cat1,cat
keyboard10-airplane3,airplane
keyboard3-boat1,boat
keyboard6-bear2,bear
keyboard5-cat1,cat
keyboard7-knife1,knife
keyboard9-bird1,bird
keyboard9-elephant2,elephant
keyboard5-knife2,knife
keyboard10-keyboard1,keyboard
keyboard10-truck1,bottle
keyboard1-chair2,bottle
keyboard6-bottle2,bottle
keyboard9-airplane3,airplane
keyboard4-bottle2,bottle
