image,response,pred_label
oven1-cat1,cat,cat
oven8-keyboard3,keyboard,keyboard
oven4-elephant3,elephant,elephant
oven7-clock2,car,car
oven2-oven3,oven,oven
oven4-bottle2,bottle,bottle
oven3-car2,car,car
oven3-elephant3,elephant,elephant
oven2-chair1,car,car
oven1-boat3,truck,truck
oven10-bicycle1,truck,truck
oven7-car3,bicycle,bicycle
oven5-elephant1,elephant,elephant
oven9-keyboard1,keyboard,keyboard
oven4-chair1,car,car
oven6-bear2,bear,bear
oven3-bottle3,bottle,bottle
oven4-bicycle2,bicycle,bicycle
oven1-clock3,clock,clock
oven7-oven1,oven,oven
oven2-car1,car,car
oven2-bottle1,bottle,bottle
oven9-car2,boat,boat
oven4-keyboard3,bottle,bottle
oven6-chair3,boat,boat
oven2-bear3,bear,bear
oven3-clock3,clock,clock
oven4-dog1,bear,bear
oven3-bear2,bear,bear
oven9-airplane2,car,car
oven9-oven1,oven,oven
oven6-truck1,car,car
oven9-bird3,oven,oven
oven10-truck2,truck,truck
oven10-oven3,oven,oven
oven3-truck1,car,car
oven6-oven3,oven,oven
oven3-cat2,cat,cat
oven9-knife3,knife,knife
oven7-dog2,dog,dog
oven1-bird3,oven,oven
oven4-knife2,knife,knife
oven4-clock2,knife,knife
oven8-knife2,knife,knife
oven5-dog3,oven,oven
oven2-boat3,truck,truck
oven5-airplane1,knife,knife
oven2-bird2,oven,oven
oven10-bear1,bear,bear
oven1-dog3,dog,dog
oven6-elephant2,elephant,elephant
oven4-car1,car,car
oven6-bicycle1,car,car
oven2-truck3,oven,oven
oven8-chair1,keyboard,keyboard
oven5-bird1,bottle,bottle
elephant8-airplane3,bottle,bottle
elephant6-cat2,cat,cat
elephant7-bear3,bear,bear
elephant10-keyboard1,bottle,bottle
elephant5-chair3,chair,chair
elephant1-bear2,elephant,elephant
elephant6-car3,car,car
elephant6-knife2,bottle,bottle
elephant4-boat3,bottle,bottle
elephant4-chair3,truck,truck
elephant1-chair1,keyboard,keyboard
elephant10-bear1,bear,bear
elephant7-car3,car,car
elephant4-oven1,bottle,bottle
elephant9-bicycle2,bicycle,bicycle
elephant5-bottle2,bottle,bottle
elephant6-bird1,bird,bird
elephant9-airplane2,car,car
elephant7-clock2,clock,clock
elephant2-clock1,clock,clock
elephant2-bird1,bird,bird
elephant3-chair1,keyboard,keyboard
elephant5-bicycle3,bottle,bottle
elephant2-truck2,car,car
elephant8-bird2,elephant,elephant
elephant6-dog2,dog,dog
elephant9-boat3,clock,clock
elephant7-knife2,knife,knife
elephant4-car3,truck,truck
elephant2-boat1,bottle,bottle
elephant6-truck3,bottle,bottle
elephant8-elephant1,elephant,elephant
elephant8-bicycle3,bottle,bottle
elephant7-bird1,bird,bird
elephant2-cat1,dog,dog
elephant6-bicycle1,bicycle,bicycle
elephant5-car1,boat,boat
elephant7-bottle3,bottle,bottle
elephant2-bear3,bear,bear
elephant3-knife1,bottle,bottle
elephant8-knife2,knife,knife
elephant1-keyboard3,bottle,bottle
elephant5-truck1,bottle,bottle
elephant4-bird1,bird,bird
elephant6-bottle2,bottle,bottle
elephant8-truck3,truck,truck
elephant5-bear2,bear,bear
elephant9-dog3,dog,dog
elephant9-elephant3,elephant,elephant
elephant5-elephant1,elephant,elephant
elephant2-bottle3,bottle,bottle
elephant9-chair2,chair,chair
elephant1-car3,car,car
elephant1-oven2,oven,oven
elephant4-clock3,clock,clock
elephant8-clock2,bottle,bottle
elephant3-cat2,cat,cat
elephant8-boat2,boat,boat
elephant4-bicycle2,bottle,bottle
elephant3-truck1,bottle,bottle
elephant3-oven1,oven,oven
elephant7-dog1,dog,dog
elephant7-airplane3,airplane,airplane
elephant8-dog1,dog,dog
elephant2-airplane3,bottle,bottle
elephant1-airplane2,car,car
elephant10-knife3,knife,knife
elephant10-elephant1,elephant,elephant
elephant9-clock3,clock,clock
elephant8-oven3,elephant,elephant
elephant1-boat2,boat,boat
elephant6-oven1,oven,oven
elephant2-elephant3,elephant,elephant
elephant1-dog2,dog,dog
elephant7-cat1,cat,cat
elephant3-keyboard2,bottle,bottle
elephant7-keyboard3,keyboard,keyboard
elephant2-keyboard3,bottle,bottle
elephant8-cat1,dog,dog
elephant1-bottle1,bottle,bottle
bear2-cat2,cat,cat
bear7-bicycle2,bicycle,bicycle
bear5-bottle1,bottle,bottle
bear2-car2,bottle,bottle
bear3-chair2,chair,chair
bear1-clock2,bottle,bottle
bear10-bottle1,bottle,bottle
bear10-knife2,bottle,bottle
bear5-airplane3,bottle,bottle
bear3-bird3,bird,bird
bear3-keyboard2,keyboard,keyboard
bear4-keyboard3,bottle,bottle
bear7-oven3,truck,truck
bear1-elephant1,elephant,elephant
bear10-oven1,oven,oven
bear5-oven3,knife,knife
bear7-bear2,bear,bear
bear1-bird2,bear,bear
bear10-truck1,car,car
bear8-bicycle3,knife,knife
bear3-dog3,dog,dog
bear4-truck3,car,car
bear8-knife3,knife,knife
bear6-cat3,cat,cat
bear9-bottle2,bottle,bottle
bear10-car2,boat,boat
bear3-car2,boat,boat
bear2-airplane1,boat,boat
bear10-chair2,chair,chair
bear10-keyboard3,bottle,bottle
bear6-bottle3,bottle,bottle
bear4-cat3,dog,dog
bear2-dog1,bear,bear
bear6-car2,bottle,bottle
bear2-bird3,oven,oven
bear5-chair1,keyboard,keyboard
bear8-boat2,boat,boat
bear9-keyboard3,keyboard,keyboard
bear6-bird2,bottle,bottle
bear4-knife1,bottle,bottle
bear7-clock1,clock,clock
bear8-truck3,car,car
bear8-bear1,bear,bear
bear2-oven1,oven,oven
bear9-boat2,boat,boat
bear6-bear1,bear,bear
bear4-car3,car,car
bear3-airplane1,airplane,airplane
bear3-truck3,chair,chair
bear1-bicycle3,bottle,bottle
bear4-oven2,chair,chair
bear9-dog1,bear,bear
bear10-clock1,clock,clock
bear8-airplane1,boat,boat
bear4-elephant2,elephant,elephant
bear10-cat2,cat,cat
bear2-elephant1,elephant,elephant
bear8-dog1,bear,bear
bear5-bird1,bird,bird
bear6-boat3,boat,boat
bear7-dog3,bear,bear
bear9-knife2,bottle,bottle
bear1-airplane3,bottle,bottle
bear3-bicycle2,bicycle,bicycle
bear4-boat2,boat,boat
bear2-keyboard2,keyboard,keyboard
bear2-knife2,bottle,bottle
bear10-elephant1,elephant,elephant
bear1-bear3,bear,bear
bear3-cat1,cat,cat
bear8-bottle1,clock,clock
bear8-elephant2,elephant,elephant
bear4-clock3,clock,clock
bear7-truck1,car,car
bear10-bear2,bear,bear
bear1-chair2,chair,chair
bear6-chair1,keyboard,keyboard
bear6-clock1,clock,clock
bear5-bicycle3,bottle,bottle
bear5-boat2,boat,boat
car10-bicycle2,bicycle,bicycle
car4-car2,car,car
car4-clock1,clock,clock
car4-oven2,keyboard,keyboard
car6-bicycle3,bicycle,bicycle
car8-cat1,bear,bear
car8-dog1,dog,dog
car5-cat1,dog,dog
car7-elephant3,elephant,elephant
car5-keyboard3,car,car
car6-boat1,boat,boat
car3-truck1,car,car
car2-knife3,knife,knife
car10-keyboard2,bottle,bottle
car4-bird1,bird,bird
car6-truck3,truck,truck
car1-oven3,oven,oven
car3-bird2,car,car
car9-keyboard2,keyboard,keyboard
car5-bottle1,clock,clock
car7-bird3,knife,knife
car1-airplane1,car,car
car7-clock1,clock,clock
car3-bottle3,bottle,bottle
car8-airplane3,airplane,airplane
car9-truck3,car,car
car8-clock2,car,car
car9-bicycle2,car,car
car1-clock2,car,car
car6-chair3,car,car
car8-bear1,cat,cat
car6-elephant3,elephant,elephant
car4-elephant3,elephant,elephant
car7-airplane2,car,car
car6-bear1,bear,bear
car5-knife2,truck,truck
car7-keyboard3,keyboard,keyboard
car10-car1,car,car
car9-knife1,car,car
car8-knife2,truck,truck
car1-car2,car,car
car3-boat1,car,car
car8-boat3,car,car
car2-car3,car,car
car3-elephant3,elephant,elephant
car4-boat1,boat,boat
car1-keyboard2,keyboard,keyboard
car8-chair1,car,car
car10-bottle3,bottle,bottle
car1-chair3,car,car
car5-oven2,car,car
car6-knife1,car,car
car9-clock2,car,car
car3-dog2,dog,dog
car8-bicycle2,bicycle,bicycle
car7-dog3,dog,dog
car7-bear1,bear,bear
car7-oven2,bottle,bottle
car5-bear3,bear,bear
car7-car1,boat,boat
car9-cat1,dog,dog
car4-bottle1,bottle,bottle
car9-bird1,bottle,bottle
car4-bear3,bear,bear
car7-boat3,boat,boat
car10-elephant2,elephant,elephant
car2-chair1,car,car
car5-airplane3,car,car
car6-bottle1,clock,clock
car4-bicycle3,truck,truck
car10-dog1,dog,dog
car2-bird3,oven,oven
car5-truck3,car,car
car3-oven3,truck,truck
car8-truck3,car,car
car4-cat3,cat,cat
car3-airplane3,airplane,airplane
car10-chair1,car,car
car2-cat3,bottle,bottle
car1-dog2,dog,dog
keyboard10-car1,car,car
keyboard3-clock3,clock,clock
keyboard4-keyboard2,keyboard,keyboard
keyboard9-bear2,bear,bear
keyboard8-dog3,dog,dog
keyboard9-bicycle2,bicycle,bicycle
keyboard8-truck3,keyboard,keyboard
keyboard8-keyboard2,keyboard,keyboard
keyboard9-keyboard2,keyboard,keyboard
keyboard9-chair2,chair,chair
keyboard3-elephant2,elephant,elephant
keyboard7-truck2,truck,truck
keyboard8-airplane2,keyboard,keyboard
keyboard5-keyboard1,keyboard,keyboard
keyboard7-clock3,clock,clock
keyboard5-dog3,dog,dog
keyboard6-bicycle1,bicycle,bicycle
keyboard9-boat2,boat,boat
keyboard1-car3,car,car
keyboard2-elephant1,elephant,elephant
keyboard4-knife2,bottle,bottle
keyboard6-dog2,dog,dog
keyboard2-knife1,bottle,bottle
keyboard4-bird1,bird,bird
keyboard8-oven1,keyboard,keyboard
keyboard6-car2,bottle,bottle
keyboard3-car2,bottle,bottle
keyboard4-oven2,keyboard,keyboard
keyboard7-bear2,bear,bear
keyboard4-truck3,keyboard,keyboard
keyboard4-clock2,clock,clock
keyboard5-bird3,oven,oven
keyboard3-cat1,dog,dog
keyboard5-airplane3,keyboard,keyboard
keyboard9-truck3,car,car
keyboard1-airplane2,car,car
keyboard2-clock1,clock,clock
keyboard7-dog1,dog,dog
keyboard5-bottle1,bottle,bottle
keyboard1-dog3,bear,bear
keyboard10-boat2,boat,boat
keyboard7-bottle1,bottle,bottle
keyboard6-boat2,boat,boat
keyboard5-bicycle1,bicycle,bicycle
keyboard3-bird3,oven,oven
keyboard4-cat2,cat,cat
keyboard8-cat3,bottle,bottle
keyboard1-bear2,bear,bear
keyboard1-clock1,clock,clock
keyboard6-elephant1,elephant,elephant
keyboard7-chair3,keyboard,keyboard
keyboard7-car3,car,car
keyboard3-bicycle2,bottle,bottle
keyboard5-oven2,keyboard,keyboard
keyboard7-boat2,boat,boat
keyboard2-bicycle3,bottle,bottle
keyboard10-oven3,clock,clock
keyboard5-bear3,bear,bear
keyboard2-bottle1,bottle,bottle
keyboard8-chair2,chair,chair
keyboard1-elephant3,elephant,elephant
keyboard6-chair1,keyboard,keyboard
keyboard1-bird2,bird,bird
keyboard7-oven2,keyboard,keyboard
keyboard6-knife2,knife,knife
keyboard9-cat1,cat,cat
keyboard10-airplane3,airplane,airplane
keyboard3-boat1,boat,boat
keyboard6-bear2,bear,bear
keyboard5-cat1,cat,cat
keyboard7-knife1,knife,knife
keyboard9-bird1,bird,bird
keyboard9-elephant2,elephant,elephant
keyboard5-knife2,knife,knife
keyboard10-keyboard1,keyboard,keyboard
keyboard10-truck1,bottle,bottle
keyboard1-chair2,bottle,bottle
keyboard6-bottle2,bottle,bottle
keyboard9-airplane3,airplane,airplane
keyboard4-bottle2,bottle,bottle
