image,pred_label
car8-boat3,boat
car2-car3,car
car3-elephant3,knife
car4-boat1,car
car1-keyboard2,keyboard
car8-chair1,car
car10-bottle3,truck
car1-chair3,chair
car5-oven2,car
car6-knife1,truck
car9-clock2,car
car3-dog2,bottle
car8-bicycle2,car
car7-dog3,dog
car7-bear1,bear
car7-oven2,clock
car5-bear3,bear
car7-car1,car
car9-cat1,dog
car4-bottle1,bottle
car9-bird1,clock
car4-bear3,elephant
car7-boat3,truck
car10-elephant2,elephant
car2-chair1,car
car5-airplane3,car
car6-bottle1,clock
car4-bicycle3,keyboard
car10-dog1,clock
car2-bird3,airplane
car5-truck3,car
car3-oven3,car
car8-truck3,car
car4-cat3,knife
car3-airplane3,car
car10-chair1,car
car2-cat3,knife
car1-dog2,oven
keyboard10-car1,car
keyboard3-clock3,knife
keyboard4-keyboard2,keyboard
keyboard9-bear2,bear
keyboard8-dog3,bird
keyboard9-bicycle2,oven
keyboard8-truck3,keyboard
keyboard8-keyboard2,keyboard
keyboard9-keyboard2,keyboard
keyboard9-chair2,chair
keyboard3-elephant2,elephant
keyboard7-truck2,truck
keyboard8-airplane2,keyboard
keyboard5-keyboard1,keyboard
keyboard7-clock3,keyboard
keyboard5-dog3,bird
keyboard6-bicycle1,keyboard
keyboard9-boat2,keyboard
keyboard1-car3,bottle
keyboard2-elephant1,elephant
keyboard4-knife2,clock
keyboard6-dog2,bird
keyboard2-knife1,knife
keyboard4-bird1,keyboard
keyboard8-oven1,keyboard
keyboard6-car2,car
keyboard3-car2,clock
keyboard4-oven2,keyboard
keyboard7-bear2,bear
keyboard4-truck3,truck
keyboard4-clock2,bottle
keyboard5-bird3,keyboard
keyboard3-cat1,cat
keyboard5-airplane3,keyboard
keyboard9-truck3,keyboard
keyboard1-airplane2,car
keyboard2-clock1,clock
keyboard7-dog1,cat
keyboard5-bottle1,bottle
keyboard1-dog3,knife
keyboard10-boat2,keyboard
keyboard7-bottle1,bottle
keyboard6-boat2,truck
keyboard5-bicycle1,clock
keyboard3-bird3,oven
keyboard4-cat2,cat
keyboard8-cat3,keyboard
keyboard1-bear2,knife
keyboard1-clock1,clock
keyboard6-elephant1,elephant
keyboard7-chair3,chair
keyboard7-car3,car
keyboard3-bicycle2,bicycle
keyboard5-oven2,keyboard
keyboard7-boat2,airplane
keyboard2-bicycle3,bottle
keyboard10-oven3,oven
keyboard5-bear3,elephant
keyboard2-bottle1,bottle
keyboard8-chair2,chair
keyboard1-elephant3,chair
keyboard6-chair1,keyboard
keyboard1-bird2,oven
keyboard7-oven2,oven
keyboard6-knife2,knife
keyboard9-cat1,cat
keyboard10-airplane3,keyboard
keyboard3-boat1,keyboard
keyboard6-bear2,bear
keyboard5-cat1,knife
keyboard7-knife1,knife
keyboard9-bird1,knife
keyboard9-elephant2,elephant
keyboard5-knife2,keyboard
keyboard10-keyboard1,knife
keyboard10-truck1,chair
keyboard1-chair2,keyboard
keyboard6-bottle2,bottle
keyboard9-airplane3,keyboard
keyboard4-bottle2,bottle
