image,response,pred_label,pred_conf
airplane9-clock1,clock,clock,0.99152863
airplane6-knife1,knife,knife,0.81564254
airplane1-clock1,clock,clock,0.9975359
airplane3-car1,car,car,0.55049384
airplane9-car2,knife,knife,0.11583879
airplane10-elephant1,elephant,elephant,0.5063949
airplane4-cat3,cat,cat,0.2827018
airplane5-boat3,airplane,airplane,0.5259803
airplane3-dog1,bear,bear,0.3080736
airplane9-knife3,knife,knife,0.9980136
airplane5-bird2,airplane,airplane,0.7132892
airplane5-dog3,dog,dog,0.46802294
airplane5-chair3,chair,chair,0.9734289
airplane6-bear3,bear,bear,0.23362336
airplane4-elephant1,elephant,elephant,0.5440781
airplane1-elephant1,elephant,elephant,0.679364
airplane8-truck3,chair,chair,0.6968409
airplane10-knife3,knife,knife,0.99912834
airplane4-airplane1,airplane,airplane,0.7725894
airplane8-clock2,bottle,bottle,0.7722889
airplane10-truck1,bottle,bottle,0.6581904
airplane4-bottle1,bottle,bottle,0.90908134
airplane9-truck1,bottle,bottle,0.31547874
airplane7-clock3,clock,clock,0.9850543
airplane7-airplane3,airplane,airplane,0.9983126
airplane8-bird1,airplane,airplane,0.28504428
airplane10-oven2,oven,oven,0.981955
airplane5-knife1,knife,knife,0.86279535
airplane8-bicycle3,knife,knife,0.21645771
airplane4-bicycle2,bottle,bottle,0.79449934
airplane6-chair3,chair,chair,0.9413812
airplane5-bear2,bear,bear,0.8759186
airplane4-truck2,truck,truck,0.49589974
airplane7-car1,car,car,0.48447478
airplane7-bird3,bird,bird,0.6196442
airplane1-bicycle2,bicycle,bicycle,0.6456006
airplane4-dog2,cat,cat,0.30928746
airplane10-airplane1,airplane,airplane,0.99295294
airplane8-oven2,oven,oven,0.6436277
airplane10-cat2,cat,cat,0.6011168
airplane8-elephant3,elephant,elephant,0.99305767
airplane5-bottle3,bottle,bottle,0.9940437
airplane4-car1,car,car,0.43855998
airplane7-boat2,airplane,airplane,0.9199249
airplane6-keyboard3,clock,clock,0.3348541
airplane3-elephant1,elephant,elephant,0.74736214
airplane7-truck1,car,car,0.80966026
airplane6-bottle2,bottle,bottle,0.99909157
airplane9-keyboard2,keyboard,keyboard,0.97935003
airplane10-dog3,dog,dog,0.32107016
airplane2-bottle1,bottle,bottle,0.869896
airplane4-boat3,boat,boat,0.22699612
airplane7-bottle3,bottle,bottle,0.99405956
airplane3-keyboard2,keyboard,keyboard,0.99404997
airplane9-boat1,boat,boat,0.72665495
airplane9-airplane2,airplane,airplane,0.47504932
airplane4-knife1,bottle,bottle,0.40977758
airplane7-keyboard1,keyboard,keyboard,0.49960572
airplane3-clock1,clock,clock,0.9964454
airplane3-cat1,cat,cat,0.480557
airplane5-bicycle1,airplane,airplane,0.9490328
airplane3-airplane2,airplane,airplane,0.63772464
airplane2-dog1,bear,bear,0.35240826
airplane7-cat3,dog,dog,0.22584654
airplane3-chair3,chair,chair,0.7111461
airplane4-bird3,bird,bird,0.36413375
airplane1-chair2,chair,chair,0.5509073
airplane3-oven1,oven,oven,0.33943686
airplane4-keyboard3,knife,knife,0.3482409
airplane10-boat3,airplane,airplane,0.74609464
airplane8-chair1,chair,chair,0.32076547
airplane2-cat1,cat,cat,0.52533966
airplane10-bear3,bear,bear,0.4497641
clock7-boat3,clock,clock,0.98850244
clock8-truck2,clock,clock,0.9154816
clock6-clock2,clock,clock,0.9964851
clock7-car1,clock,clock,0.9843748
clock10-oven2,oven,oven,0.6918836
clock10-airplane1,clock,clock,0.9414635
clock4-chair1,clock,clock,0.82352096
clock8-oven3,clock,clock,0.6663215
clock2-knife1,clock,clock,0.99241084
clock1-clock2,clock,clock,0.9944642
clock8-bear2,clock,clock,0.96062917
clock9-keyboard2,clock,clock,0.5037381
clock4-elephant2,clock,clock,0.99049515
clock10-cat1,oven,oven,0.2468937
clock6-chair3,chair,chair,0.7665635
clock7-bicycle1,clock,clock,0.9945371
clock9-airplane1,clock,clock,0.98918957
clock5-bicycle1,clock,clock,0.99687696
clock3-cat1,clock,clock,0.99189174
clock10-bottle1,bottle,bottle,0.897508
clock2-clock3,clock,clock,0.99244547
clock7-cat2,clock,clock,0.99653774
clock3-keyboard3,clock,clock,0.870969
clock10-boat2,clock,clock,0.9825968
clock7-bear2,clock,clock,0.99647486
clock8-cat1,clock,clock,0.9748352
clock9-bird2,clock,clock,0.9974324
clock10-knife3,knife,knife,0.7390352
clock4-bottle3,clock,clock,0.9947746
clock9-chair3,chair,chair,0.9226654
clock8-boat1,clock,clock,0.8381397
clock2-bottle3,clock,clock,0.9962814
clock4-knife1,clock,clock,0.9975142
clock1-bear1,cat,cat,0.7285797
clock8-keyboard1,clock,clock,0.9133902
clock2-elephant2,clock,clock,0.99674493
clock8-airplane2,clock,clock,0.5654083
clock6-oven1,oven,oven,0.96362954
clock2-bicycle1,clock,clock,0.9888839
clock10-truck2,car,car,0.51889646
clock4-oven1,clock,clock,0.99401206
clock6-bird3,clock,clock,0.99469244
clock7-bottle2,clock,clock,0.87125033
clock10-dog3,cat,cat,0.23213427
clock4-car2,clock,clock,0.9713838
clock10-clock3,clock,clock,0.98771375
clock3-car2,clock,clock,0.99135864
clock3-bird1,clock,clock,0.99587923
clock3-dog2,clock,clock,0.99161345
clock2-dog1,clock,clock,0.99804616
clock7-dog2,clock,clock,0.99243987
clock6-truck3,clock,clock,0.4099018
clock3-bicycle2,clock,clock,0.9907025
clock4-boat3,clock,clock,0.98351926
clock6-knife2,clock,clock,0.9553396
clock4-airplane1,clock,clock,0.99068385
clock7-truck3,clock,clock,0.9556047
clock3-elephant3,clock,clock,0.9866971
clock1-truck3,chair,chair,0.73686504
clock4-bird3,clock,clock,0.9974216
clock1-dog2,clock,clock,0.93752944
clock8-knife1,clock,clock,0.9607156
clock5-elephant2,clock,clock,0.98971504
clock3-bear3,clock,clock,0.99335515
clock6-car2,clock,clock,0.9509936
clock10-bird3,clock,clock,0.92049754
clock1-car1,car,car,0.7847051
clock5-airplane1,clock,clock,0.9935731
clock7-keyboard2,clock,clock,0.9848166
clock9-cat1,clock,clock,0.46467042
clock8-chair2,clock,clock,0.6109527
clock5-oven1,clock,clock,0.98827606
clock1-elephant2,elephant,elephant,0.8627913
clock1-boat3,boat,boat,0.5578721
clock5-chair3,clock,clock,0.98181725
clock5-keyboard1,clock,clock,0.98844147
clock2-bear2,clock,clock,0.9906082
clock6-bicycle1,clock,clock,0.98149335
clock5-clock2,clock,clock,0.9969937
clock6-bottle1,clock,clock,0.9628146
dog5-bear3,bear,bear,0.7849419
dog1-knife3,knife,knife,0.99675125
dog2-bicycle2,bicycle,bicycle,0.81471723
dog9-bottle1,bottle,bottle,0.8158497
dog7-chair2,chair,chair,0.9469051
dog2-bottle2,bottle,bottle,0.9983385
dog3-boat1,chair,chair,0.25686905
dog2-dog3,dog,dog,0.9728944
dog10-car3,car,car,0.9517614
dog3-dog1,dog,dog,0.85396194
dog3-keyboard1,dog,dog,0.67350316
dog3-clock1,clock,clock,0.9857635
dog10-oven2,oven,oven,0.27093476
dog4-truck2,car,car,0.3164825
dog3-elephant2,elephant,elephant,0.31191865
dog10-truck2,truck,truck,0.9129975
dog7-oven2,oven,oven,0.8393737
dog10-airplane1,knife,knife,0.34104833
dog6-bicycle1,clock,clock,0.2609666
dog5-truck2,car,car,0.357281
dog6-cat1,dog,dog,0.9505803
dog4-bottle2,bottle,bottle,0.9981471
dog10-clock1,clock,clock,0.9946242
dog9-cat1,dog,dog,0.79124796
dog6-clock1,clock,clock,0.98948234
dog9-chair2,chair,chair,0.97949594
dog7-bird3,dog,dog,0.7103054
dog10-bottle1,bottle,bottle,0.8694572
dog8-bear3,bear,bear,0.80818707
dog5-boat3,boat,boat,0.89250606
dog9-boat1,bottle,bottle,0.4088863
dog2-cat1,dog,dog,0.84296614
dog3-bird2,dog,dog,0.85713756
dog8-keyboard3,bottle,bottle,0.55640674
dog10-dog1,dog,dog,0.3524072
dog6-truck2,truck,truck,0.7068481
dog4-chair1,chair,chair,0.51004344
dog8-bottle2,bottle,bottle,0.99785
dog1-bear1,bear,bear,0.45710704
dog8-chair3,chair,chair,0.9700416
dog5-car3,car,car,0.9278179
dog9-bicycle3,chair,chair,0.24689695
dog6-elephant2,elephant,elephant,0.9969487
dog1-chair1,chair,chair,0.19632518
dog4-oven1,oven,oven,0.7606478
dog9-car1,car,car,0.6719885
dog1-dog2,dog,dog,0.8528588
dog10-bicycle1,keyboard,keyboard,0.21240655
dog4-cat3,dog,dog,0.8069071
dog3-bear3,bear,bear,0.5882164
dog3-truck2,truck,truck,0.63075155
dog1-boat3,truck,truck,0.45223215
dog5-knife2,knife,knife,0.33090207
dog1-airplane3,oven,oven,0.20848626
dog2-airplane2,clock,clock,0.17780004
dog5-elephant1,elephant,elephant,0.5527381
dog4-elephant2,elephant,elephant,0.9920524
dog1-bird1,dog,dog,0.66315293
dog7-keyboard3,keyboard,keyboard,0.97887564
dog8-dog3,dog,dog,0.9051317
dog10-keyboard2,keyboard,keyboard,0.9911765
dog4-keyboard2,keyboard,keyboard,0.98496103
dog8-boat3,chair,chair,0.25801834
dog1-car2,car,car,0.34368983
dog4-airplane3,bottle,bottle,0.3062938
dog1-cat3,dog,dog,0.87042165
dog10-elephant1,elephant,elephant,0.9477584
dog3-knife3,knife,knife,0.92293626
dog7-knife3,knife,knife,0.9811588
dog8-clock2,clock,clock,0.9836334
dog6-bird1,dog,dog,0.8616599
dog5-oven1,oven,oven,0.7916838
dog4-bicycle1,airplane,airplane,0.41768405
dog8-oven3,knife,knife,0.69017136
dog7-car2,boat,boat,0.27235967
dog9-bear3,bear,bear,0.96498233
dog2-knife3,knife,knife,0.998242
dog4-bird1,dog,dog,0.8921999
dog9-airplane3,chair,chair,0.371966
dog4-clock1,clock,clock,0.9905937
oven9-chair1,chair,chair,0.34364852
oven3-airplane1,oven,oven,0.7175458
oven7-cat1,cat,cat,0.31315267
oven5-bicycle1,oven,oven,0.7441837
oven6-bird1,oven,oven,0.9861902
oven6-knife3,oven,oven,0.89452326
oven7-elephant1,elephant,elephant,0.99420124
oven10-cat2,oven,oven,0.9153355
oven2-dog3,keyboard,keyboard,0.3451927
oven5-bottle3,bottle,bottle,0.99137414
oven7-keyboard1,keyboard,keyboard,0.8970394
oven9-clock2,clock,clock,0.669058
oven7-bottle1,chair,chair,0.9228776
oven3-boat3,oven,oven,0.37924877
oven10-airplane2,oven,oven,0.9783444
oven9-boat2,boat,boat,0.9916262
oven5-keyboard2,clock,clock,0.18320452
oven9-bear2,oven,oven,0.9418456
oven2-bicycle1,oven,oven,0.27360016
oven8-cat3,bottle,bottle,0.6461022
oven3-knife1,knife,knife,0.9656527
oven6-airplane3,oven,oven,0.9735909
oven4-truck3,truck,truck,0.2739088
oven10-boat2,boat,boat,0.6913541
oven1-cat1,cat,cat,0.6536709
oven8-keyboard3,keyboard,keyboard,0.581627
oven4-elephant3,elephant,elephant,0.70131093
oven7-clock2,clock,clock,0.95387924
oven2-oven3,oven,oven,0.974945
oven4-bottle2,bottle,bottle,0.9969297
oven3-car2,bottle,bottle,0.31376523
oven3-elephant3,elephant,elephant,0.9828672
oven2-chair1,chair,chair,0.25087082
oven1-boat3,oven,oven,0.63673085
oven10-bicycle1,oven,oven,0.49024734
oven7-car3,car,car,0.95687
oven5-elephant1,elephant,elephant,0.98359936
oven9-keyboard1,keyboard,keyboard,0.43785477
oven4-chair1,car,car,0.89854056
oven6-bear2,oven,oven,0.83386326
oven3-bottle3,bottle,bottle,0.9279451
oven4-bicycle2,chair,chair,0.64497083
oven1-clock3,clock,clock,0.99047345
oven7-oven1,oven,oven,0.9918149
oven2-car1,car,car,0.5219778
oven2-bottle1,bottle,bottle,0.89468896
oven9-car2,oven,oven,0.9822953
oven4-keyboard3,keyboard,keyboard,0.39610466
oven6-chair3,chair,chair,0.95742667
oven2-bear3,bear,bear,0.32306167
oven3-clock3,clock,clock,0.98809016
oven4-dog1,cat,cat,0.20439586
oven3-bear2,bear,bear,0.3900147
oven9-airplane2,oven,oven,0.7300883
oven9-oven1,oven,oven,0.9985673
oven6-truck1,bottle,bottle,0.23740876
oven9-bird3,oven,oven,0.99764955
oven10-truck2,oven,oven,0.45805296
oven10-oven3,oven,oven,0.99915135
oven3-truck1,oven,oven,0.40865362
oven6-oven3,oven,oven,0.9995958
oven3-cat2,cat,cat,0.6672777
oven9-knife3,knife,knife,0.7166093
oven7-dog2,dog,dog,0.18020919
oven1-bird3,oven,oven,0.94100547
oven4-knife2,oven,oven,0.6350721
oven4-clock2,oven,oven,0.6536999
oven8-knife2,knife,knife,0.49577516
oven5-dog3,oven,oven,0.3293502
oven2-boat3,oven,oven,0.5020228
oven5-airplane1,oven,oven,0.75277835
oven2-bird2,oven,oven,0.8869929
oven10-bear1,cat,cat,0.2636853
oven1-dog3,dog,dog,0.8691932
oven6-elephant2,elephant,elephant,0.569701
oven4-car1,oven,oven,0.29189235
oven6-bicycle1,knife,knife,0.3268852
oven2-truck3,oven,oven,0.28954262
oven8-chair1,chair,chair,0.30234036
oven5-bird1,oven,oven,0.99748105
elephant8-airplane3,bottle,bottle,0.4448984
elephant6-cat2,bear,bear,0.3369581
elephant7-bear3,bear,bear,0.79914623
elephant10-keyboard1,keyboard,keyboard,0.9679915
elephant5-chair3,chair,chair,0.833583
elephant1-bear2,elephant,elephant,0.57599074
elephant6-car3,car,car,0.9581079
elephant6-knife2,knife,knife,0.33070564
elephant4-boat3,elephant,elephant,0.9820434
elephant4-chair3,chair,chair,0.82704717
elephant1-chair1,chair,chair,0.4732905
elephant10-bear1,bear,bear,0.9960367
elephant7-car3,car,car,0.9395779
elephant4-oven1,elephant,elephant,0.929356
elephant9-bicycle2,bicycle,bicycle,0.1336011
elephant5-bottle2,bottle,bottle,0.9925128
elephant6-bird1,elephant,elephant,0.9787657
elephant9-airplane2,bird,bird,0.8088661
elephant7-clock2,clock,clock,0.87611556
elephant2-clock1,clock,clock,0.9747562
elephant2-bird1,elephant,elephant,0.98296833
elephant3-chair1,chair,chair,0.39839706
elephant5-bicycle3,elephant,elephant,0.7071378
elephant2-truck2,truck,truck,0.64427096
elephant8-bird2,elephant,elephant,0.94671834
elephant6-dog2,dog,dog,0.63679177
elephant9-boat3,elephant,elephant,0.8324956
elephant7-knife2,bottle,bottle,0.92995083
elephant4-car3,car,car,0.9206296
elephant2-boat1,airplane,airplane,0.22948284
elephant6-truck3,car,car,0.41575944
elephant8-elephant1,elephant,elephant,0.98987865
elephant8-bicycle3,chair,chair,0.39932716
elephant7-bird1,elephant,elephant,0.95165974
elephant2-cat1,dog,dog,0.58309424
elephant6-bicycle1,elephant,elephant,0.46285444
elephant5-car1,car,car,0.5710826
elephant7-bottle3,bottle,bottle,0.956089
elephant2-bear3,bear,bear,0.9769737
elephant3-knife1,knife,knife,0.16163845
elephant8-knife2,knife,knife,0.6348584
elephant1-keyboard3,keyboard,keyboard,0.8483436
elephant5-truck1,bottle,bottle,0.39823765
elephant4-bird1,elephant,elephant,0.9863208
elephant6-bottle2,bottle,bottle,0.99833417
elephant8-truck3,bottle,bottle,0.29999274
elephant5-bear2,elephant,elephant,0.4977294
elephant9-dog3,dog,dog,0.7883576
elephant9-elephant3,elephant,elephant,0.9961959
elephant5-elephant1,elephant,elephant,0.9941773
elephant2-bottle3,bottle,bottle,0.9933031
elephant9-chair2,chair,chair,0.77010924
elephant1-car3,car,car,0.9351142
elephant1-oven2,oven,oven,0.4980377
elephant4-clock3,clock,clock,0.9866994
elephant8-clock2,clock,clock,0.8863159
elephant3-cat2,cat,cat,0.52131677
elephant8-boat2,boat,boat,0.9315633
elephant4-bicycle2,chair,chair,0.20273972
elephant3-truck1,bottle,bottle,0.99127734
elephant3-oven1,bottle,bottle,0.6380991
elephant7-dog1,dog,dog,0.5437623
elephant7-airplane3,elephant,elephant,0.86271816
elephant8-dog1,dog,dog,0.63173944
elephant2-airplane3,knife,knife,0.4171565
elephant1-airplane2,elephant,elephant,0.9950377
elephant10-knife3,knife,knife,0.8333088
elephant10-elephant1,elephant,elephant,0.99660414
elephant9-clock3,clock,clock,0.9921675
elephant8-oven3,bottle,bottle,0.66991687
elephant1-boat2,elephant,elephant,0.90090847
elephant6-oven1,elephant,elephant,0.9854815
elephant2-elephant3,elephant,elephant,0.99668556
elephant1-dog2,elephant,elephant,0.95256245
elephant7-cat1,bear,bear,0.35705855
elephant3-keyboard2,keyboard,keyboard,0.9958683
elephant7-keyboard3,keyboard,keyboard,0.98108035
elephant2-keyboard3,keyboard,keyboard,0.6270451
elephant8-cat1,dog,dog,0.694848
elephant1-bottle1,bottle,bottle,0.97762614
bear2-cat2,bear,bear,0.33954567
bear7-bicycle2,bottle,bottle,0.36605665
bear5-bottle1,bottle,bottle,0.8359008
bear2-car2,car,car,0.51062196
bear3-chair2,chair,chair,0.8838999
bear1-clock2,bear,bear,0.92134994
bear10-bottle1,bottle,bottle,0.9181364
bear10-knife2,bear,bear,0.51987976
bear5-airplane3,bear,bear,0.879671
bear3-bird3,bear,bear,0.9488911
bear3-keyboard2,keyboard,keyboard,0.99645334
bear4-keyboard3,keyboard,keyboard,0.76728666
bear7-oven3,oven,oven,0.6214357
bear1-elephant1,bear,bear,0.992451
bear10-oven1,oven,oven,0.7158378
bear5-oven3,oven,oven,0.8540054
bear7-bear2,bear,bear,0.9950651
bear1-bird2,bear,bear,0.9933471
bear10-truck1,bottle,bottle,0.50273323
bear8-bicycle3,bear,bear,0.33679184
bear3-dog3,dog,dog,0.5618675
bear4-truck3,clock,clock,0.23504953
bear8-knife3,knife,knife,0.9880719
bear6-cat3,bear,bear,0.62140983
bear9-bottle2,bottle,bottle,0.9933626
bear10-car2,car,car,0.3988327
bear3-car2,car,car,0.40320802
bear2-airplane1,bear,bear,0.47038025
bear10-chair2,chair,chair,0.786102
bear10-keyboard3,bottle,bottle,0.46684542
bear6-bottle3,bottle,bottle,0.99162966
bear4-cat3,bear,bear,0.9966532
bear2-dog1,bear,bear,0.99428904
bear6-car2,boat,boat,0.37801126
bear2-bird3,bear,bear,0.9959481
bear5-chair1,chair,chair,0.80030066
bear8-boat2,boat,boat,0.98444813
bear9-keyboard3,keyboard,keyboard,0.99292254
bear6-bird2,bear,bear,0.9762919
bear4-knife1,knife,knife,0.3166548
bear7-clock1,clock,clock,0.99257934
bear8-truck3,clock,clock,0.43165907
bear8-bear1,bear,bear,0.99638355
bear2-oven1,bear,bear,0.9754402
bear9-boat2,boat,boat,0.67579573
bear6-bear1,bear,bear,0.9362904
bear4-car3,car,car,0.76336807
bear3-airplane1,elephant,elephant,0.8917722
bear3-truck3,truck,truck,0.428994
bear1-bicycle3,bear,bear,0.88209635
bear4-oven2,oven,oven,0.37379503
bear9-dog1,bear,bear,0.99101007
bear10-clock1,clock,clock,0.995163
bear8-airplane1,knife,knife,0.46103624
bear4-elephant2,bear,bear,0.4935208
bear10-cat2,cat,cat,0.6483341
bear2-elephant1,elephant,elephant,0.64237744
bear8-dog1,bear,bear,0.9707482
bear5-bird1,bear,bear,0.9917173
bear6-boat3,chair,chair,0.33747366
bear7-dog3,bear,bear,0.9938376
bear9-knife2,bear,bear,0.5808555
bear1-airplane3,bear,bear,0.9051331
bear3-bicycle2,bottle,bottle,0.3027162
bear4-boat2,boat,boat,0.7156122
bear2-keyboard2,keyboard,keyboard,0.98926055
bear2-knife2,bottle,bottle,0.7130812
bear10-elephant1,elephant,elephant,0.9962073
bear1-bear3,bear,bear,0.8474931
bear3-cat1,cat,cat,0.7599313
bear8-bottle1,bottle,bottle,0.9701349
bear8-elephant2,bear,bear,0.94756985
bear4-clock3,clock,clock,0.99605274
bear7-truck1,bottle,bottle,0.98573846
bear10-bear2,bear,bear,0.9834614
bear1-chair2,chair,chair,0.6040419
bear6-chair1,chair,chair,0.35483915
bear6-clock1,clock,clock,0.98033774
bear5-bicycle3,bear,bear,0.9346368
bear5-boat2,boat,boat,0.9786128
car10-bicycle2,car,car,0.480051
car4-car2,car,car,0.95542604
car4-clock1,clock,clock,0.9955327
car4-oven2,oven,oven,0.76134527
car6-bicycle3,car,car,0.9571617
car8-cat1,cat,cat,0.494246
car8-dog1,cat,cat,0.22390343
car5-cat1,car,car,0.29976755
car7-elephant3,elephant,elephant,0.91967744
car5-keyboard3,bottle,bottle,0.2592403
car6-boat1,car,car,0.77308995
car3-truck1,car,car,0.9786307
car2-knife3,knife,knife,0.9759894
car10-keyboard2,keyboard,keyboard,0.45277423
car4-bird1,oven,oven,0.27059072
car6-truck3,truck,truck,0.6082735
car1-oven3,oven,oven,0.84412354
car3-bird2,car,car,0.96239656
car9-keyboard2,keyboard,keyboard,0.30353895
car5-bottle1,bottle,bottle,0.9419206
car7-bird3,car,car,0.75666785
car1-airplane1,car,car,0.94326144
car7-clock1,clock,clock,0.99245954
car3-bottle3,bottle,bottle,0.99393505
car8-airplane3,car,car,0.9860077
car9-truck3,car,car,0.9204259
car8-clock2,car,car,0.8971923
car9-bicycle2,car,car,0.8868414
car1-clock2,clock,clock,0.94809127
car6-chair3,chair,chair,0.5994812
car8-bear1,bear,bear,0.5823165
car6-elephant3,elephant,elephant,0.8820266
car4-elephant3,elephant,elephant,0.42072967
car7-airplane2,car,car,0.95294386
car6-bear1,cat,cat,0.9114886
car5-knife2,truck,truck,0.54453284
car7-keyboard3,car,car,0.45052907
car10-car1,car,car,0.9791376
car9-knife1,car,car,0.9202253
car8-knife2,keyboard,keyboard,0.31667164
car1-car2,car,car,0.8870679
car3-boat1,car,car,0.99338895
car8-boat3,car,car,0.805028
car2-car3,car,car,0.9898493
car3-elephant3,elephant,elephant,0.8703975
car4-boat1,car,car,0.69124746
car1-keyboard2,keyboard,keyboard,0.98253363
car8-chair1,car,car,0.757704
car10-bottle3,bottle,bottle,0.9548609
car1-chair3,chair,chair,0.9191341
car5-oven2,car,car,0.56518346
car6-knife1,car,car,0.73178476
car9-clock2,clock,clock,0.5273671
car3-dog2,car,car,0.36227548
car8-bicycle2,car,car,0.949548
car7-dog3,dog,dog,0.7951725
car7-bear1,bear,bear,0.6566043
car7-oven2,oven,oven,0.3886338
car5-bear3,bear,bear,0.8021755
car7-car1,car,car,0.8941323
car9-cat1,cat,cat,0.2609831
car4-bottle1,bottle,bottle,0.9353323
car9-bird1,car,car,0.95307344
car4-bear3,bear,bear,0.4444538
car7-boat3,car,car,0.96379083
car10-elephant2,elephant,elephant,0.84563875
car2-chair1,car,car,0.4466055
car5-airplane3,car,car,0.8918866
car6-bottle1,bottle,bottle,0.9586029
car4-bicycle3,car,car,0.19857775
car10-dog1,cat,cat,0.3470109
car2-bird3,car,car,0.8664806
car5-truck3,car,car,0.40504217
car3-oven3,oven,oven,0.9479684
car8-truck3,car,car,0.9947875
car4-cat3,oven,oven,0.91451675
car3-airplane3,car,car,0.98259926
car10-chair1,car,car,0.8050154
car2-cat3,car,car,0.19676697
car1-dog2,dog,dog,0.2791784
keyboard10-car1,car,car,0.8329258
keyboard3-clock3,clock,clock,0.9909398
keyboard4-keyboard2,keyboard,keyboard,0.99655616
keyboard9-bear2,bear,bear,0.9740438
keyboard8-dog3,keyboard,keyboard,0.98748773
keyboard9-bicycle2,bicycle,bicycle,0.6526902
keyboard8-truck3,chair,chair,0.51238716
keyboard8-keyboard2,keyboard,keyboard,0.9942553
keyboard9-keyboard2,keyboard,keyboard,0.9946064
keyboard9-chair2,chair,chair,0.33013555
keyboard3-elephant2,elephant,elephant,0.9896024
keyboard7-truck2,truck,truck,0.95681816
keyboard8-airplane2,keyboard,keyboard,0.48224014
keyboard5-keyboard1,keyboard,keyboard,0.99845415
keyboard7-clock3,clock,clock,0.9814493
keyboard5-dog3,dog,dog,0.52245814
keyboard6-bicycle1,keyboard,keyboard,0.7718917
keyboard9-boat2,boat,boat,0.99700737
keyboard1-car3,car,car,0.90606517
keyboard2-elephant1,elephant,elephant,0.98784775
keyboard4-knife2,bottle,bottle,0.9951476
keyboard6-dog2,keyboard,keyboard,0.68911606
keyboard2-knife1,knife,knife,0.846253
keyboard4-bird1,bottle,bottle,0.52052045
keyboard8-oven1,keyboard,keyboard,0.982455
keyboard6-car2,car,car,0.6010582
keyboard3-car2,car,car,0.788412
keyboard4-oven2,keyboard,keyboard,0.8660334
keyboard7-bear2,bear,bear,0.56262666
keyboard4-truck3,truck,truck,0.91856354
keyboard4-clock2,clock,clock,0.96412724
keyboard5-bird3,keyboard,keyboard,0.1993568
keyboard3-cat1,dog,dog,0.4736314
keyboard5-airplane3,keyboard,keyboard,0.40511
keyboard9-truck3,chair,chair,0.18301463
keyboard1-airplane2,keyboard,keyboard,0.7812253
keyboard2-clock1,clock,clock,0.9958074
keyboard7-dog1,bear,bear,0.721461
keyboard5-bottle1,bottle,bottle,0.9351947
keyboard1-dog3,dog,dog,0.5074729
keyboard10-boat2,boat,boat,0.96524537
keyboard7-bottle1,bottle,bottle,0.85293955
keyboard6-boat2,boat,boat,0.7139146
keyboard5-bicycle1,bicycle,bicycle,0.6598484
keyboard3-bird3,bird,bird,0.46507314
keyboard4-cat2,cat,cat,0.81436217
keyboard8-cat3,keyboard,keyboard,0.98162895
keyboard1-bear2,bear,bear,0.8821052
keyboard1-clock1,clock,clock,0.9721614
keyboard6-elephant1,knife,knife,0.4248593
keyboard7-chair3,chair,chair,0.9477879
keyboard7-car3,car,car,0.9357423
keyboard3-bicycle2,chair,chair,0.13837034
keyboard5-oven2,clock,clock,0.5946446
keyboard7-boat2,boat,boat,0.8599282
keyboard2-bicycle3,bottle,bottle,0.43015546
keyboard10-oven3,oven,oven,0.8311488
keyboard5-bear3,bear,bear,0.9700372
keyboard2-bottle1,bottle,bottle,0.8778663
keyboard8-chair2,chair,chair,0.6728035
keyboard1-elephant3,elephant,elephant,0.51165813
keyboard6-chair1,chair,chair,0.29688695
keyboard1-bird2,keyboard,keyboard,0.7012721
keyboard7-oven2,oven,oven,0.8605
keyboard6-knife2,bottle,bottle,0.6107142
keyboard9-cat1,cat,cat,0.8225335
keyboard10-airplane3,car,car,0.8206578
keyboard3-boat1,boat,boat,0.81595224
keyboard6-bear2,bear,bear,0.5335975
keyboard5-cat1,cat,cat,0.84117955
keyboard7-knife1,knife,knife,0.8628079
keyboard9-bird1,keyboard,keyboard,0.8740207
keyboard9-elephant2,elephant,elephant,0.833373
keyboard5-knife2,knife,knife,0.53716624
keyboard10-keyboard1,keyboard,keyboard,0.80037314
keyboard10-truck1,car,car,0.8290792
keyboard1-chair2,chair,chair,0.6704802
keyboard6-bottle2,bottle,bottle,0.99832004
keyboard9-airplane3,keyboard,keyboard,0.77006346
keyboard4-bottle2,bottle,bottle,0.9969554
