image,response,timestamp,pred_label,pred_conf,pred_llm_judge
bottle7-boat3,A tall tower with a clock on top of it.,,clock,1.0,J
bottle2-elephant1,"氰化物的图片,在大象身上。",,cat,0.4171225,X
bottle1-cat3,A close up of a fur with an orange and white stripe down it's back.,,dog,0.8218148,X
bottle2-chair3,A chair with a back and no arms is in front of other chairs that are stacked on top of each other.,,chair,0.9999999,I
bottle6-oven3,The top view of a parking meter on the street.,,clock,0.8373846,X
bottle5-chair1,A row of seats with a person sitting in one seat and two suitcases on the floor next to them.,,airplane,0.77399176,X
bottle9-elephant2,The elephant has a lot of wrinkled skin on its face and trunk area.,,elephant,1.0,L
bottle8-bird1,blurrily blurred blue and white,,airplane,0.9485413,X
bottle9-cat2,The fur of a brown animal with an eye looking out from it's head.,,dog,0.9897702,B
bottle6-airplane1,This is a picture of a photo with an airplane in it.,,airplane,1.0,A
bottle5-elephant1,A close up of an elephant's skin with wrinkled texture and a visible hole in its backside.,,elephant,0.9999999,L
bottle2-car2,A bottle of wine is on a table with abstract colors around it.,,bottle,0.9999999,F
bottle1-bear1,"Is it blurry? 
Yes, this is a blurry photo of an animal's fur.",,dog,0.52991676,X
bottle5-knife1,The brown object is a suitcase and it has a handle on top of it.,,airplane,0.9649011,X
bottle4-truck1,A red bottle of coke on a pink and white background with a reflection of a car in it.,,bottle,0.9995616,F
bottle9-car3,A car with a lot of chrome and red color to it.,,car,0.999951,G
bottle8-dog2,Giraffe fur surrounding a bottle of wine with gold label and logo on it.,,bottle,0.99997985,F
bottle3-cat3,What is this? A bottle of beer in a fuzzy cover.,,bottle,1.0,F
bottle10-clock2,"Is it blurry? 
Yes, this is a blurry picture of Drambuie bottle on top of another object. 

The image has been digitally altered to create an artistic effect. The photo shows a single bottle of Drambuie superimposed over many other bottles of the same product. This creates a visually interesting and unique composition that highlights the drink's abundance in the scene. The overall quality of the photograph appears to be somewhat blurred or fuzzy, which adds to its abstract nature and enhances the creative impact.",,bottle,0.999998,F
bottle7-keyboard2,A black camera sitting on top of a table.,,airplane,0.98493344,X
bottle1-bird3,The man is holding a bottle of wine in his hand.,,bottle,0.9999999,F
bottle3-bottle3,This is an image of a green bottle with a label on it that has Asian writing on it. The background is filled with pictures of other bottles and cans.,,bottle,1.0,F
bottle5-boat1,"blurrily, I see a car and building in this photo.",,car,0.995656,G
bottle5-keyboard2,"This is a photo of an electronic device that has been altered to look like it was taken in black and white with a grainy filter applied. The numbers on the buttons are blurred out, making them difficult to read.",,airplane,0.78384537,X
bottle7-bear1,The bear is laying down on a rock with his paw up to its face.,,bear,0.9999893,B
bottle4-dog2,A bottle is sitting on a fuzzy blanket or rug.,,bottle,1.0,F
bottle7-clock1,A clock is shown with a distorted face on it.,,clock,1.0,J
bottle5-oven2,A bottle of alcohol is sitting on a table in front of a window.,,bottle,0.99999964,F
bottle3-knife3,The glass bottle is dark brown in color and has a reflection of someone's face on it.,,bottle,1.0,F
bottle10-bear2,There is a bottle of vodka on top of fur.,,bottle,0.99999416,F
bottle7-oven2,The camera is black and silver in color.,,airplane,0.96112746,X
bottle6-bear2,A bottle of water is on a fuzzy surface.,,bottle,1.0,F
bottle6-knife3,A black and white object in a clear case with holes around it.,,airplane,0.747799,X
bottle6-bird1,A blurry picture of a blue fire hydrant with some white lines in front of it.,,truck,0.30150178,X
bottle6-bottle3,a green bottle with a lot of other bottles around it,,bottle,1.0,F
bottle1-chair2,The wooden stairs are next to a wall with many windows.,,clock,0.4108914,X
bottle3-bicycle3,The bottle is made of glass and has a purple tint to it.,,bottle,1.0,F
bottle5-airplane1,"The reflection of a jet fighter is seen in a mirror, and below it are several pictures of other jets on white paper.",,airplane,0.9999869,X
bottle9-keyboard1,A picture of a black square with writing on it is broken into pieces.,,airplane,0.73135984,X
bottle4-airplane1,"The picture is a collage of fighter jets and letters on paper, all arranged in an artistic manner.",,airplane,0.99999297,X
bottle3-bear2,A bottle of water on a fuzzy blanket.,,bottle,1.0,F
bottle8-knife1,A machine with a lot of parts in it.,,truck,0.45448357,X
bottle8-elephant3,A large rock with a symbol on it and the number ten in front of it.,,clock,0.82110184,X
bottle5-clock3,The broken clock is made of many small pieces and it has been shattered into a million little pieces.,,clock,0.9999988,J
bottle3-chair3,The blue seats are in a row and there is a building behind them.,,airplane,0.6454799,X
bottle10-car1,ot a car on bottle but cars around it and reflections of them in its surface.,,bottle,0.99996185,G
bottle2-bottle3,a bottle with a green liquid in it and some papers around it,,bottle,1.0,F
bottle6-chair2,A chair is in front of a building with lots of windows and doors.,,chair,0.99999905,I
bottle2-clock1,This is a picture of an abstract painting with numbers and a bottle in it.,,bottle,0.9999993,F
bottle10-truck3,This is a picture of a bottle with some liquid in it.,,bottle,1.0,F
bottle9-oven2,The glass is clear and has a black liquid in it.,,bottle,0.9983468,F
bottle7-truck2,A red and white truck is reflected in its rear view mirror.,,truck,0.99999857,P
bottle7-cat2,This is a picture of an animal fur on a blanket.,,dog,0.78936595,X
bottle8-bicycle1,"I am sorry, but I cannot see any picture attached to this post. Could you please describe it? Or attach a new image so that I can assist you better?",,airplane,0.53800136,X
bottle10-dog1,Picture 1:  a bottle of wine with fur on it Description automatically generated with medium confidence,,bottle,0.9994649,X
bottle5-truck1,A bottle of ketchup with a red label on it.,,bottle,1.0,F
knife10-oven3,The screen is blurry and there are a lot of papers on it.,,airplane,0.9236094,X
knife5-cat2,A cat is laying down on a fur covered surface.,,cat,0.9999988,H
knife4-clock3,A distorted photo of a melting clock with several hands on it and the time is 2:50,,clock,0.999997,J
knife6-oven3,"The photo is blurry and it's hard to make out details, but there are two people in a room with many boxes of electronics on display.",,airplane,0.8017175,X
knife7-boat3,"The picture is a painting of an old ship with many figures on it and in front of it, some buildings are also visible. There's another smaller boat next to it and two other boats behind that one. The sky above has pink clouds and blue skies. In front there's a bench with a suitcase sitting on top of it. A person can be seen walking around somewhere but not clearly. It looks like a colorful scene full of activity.",,boat,0.98007536,"E, G, I"
knife9-bird1,The person is holding a blue object in their hand.,,bottle,0.78727686,F
knife6-truck1,The car is a reflection of another car in front of it.,,car,0.9996464,G
knife5-truck3,The car has a red light on it and is reflected in the window.,,car,0.99972016,G
knife9-airplane2,blu rays and blue,,bottle,0.739359,X
knife9-elephant2,This is an elephant's skin with wrinkled texture and lines.,,elephant,1.0,L
knife1-oven1,A blurry picture of a staircase with grey steps and black handrail on white background.,,airplane,0.9543366,X
knife1-clock2,A digital painting of a clock with numbers on it's face.,,clock,1.0,J
knife2-elephant2,The elephant has lines on its skin and a large trunk.,,elephant,1.0,L
knife4-car2,A red and black abstract painting of cars on a canvas.,,car,0.99878913,G
knife6-bicycle1,"For example, there is a bicycle on the street and many bicycles in this digital art photo. 

The image contains multiple bicycles of different colors and sizes, including some that are piled together at the top right corner. The background also features an abstract pattern with repeating shapes.",,bicycle,0.99998665,C
knife2-truck2,The front of a red semi truck cab with chrome accents and mirrors.,,truck,0.99998283,"G. car
P. truck"
knife6-chair3,Blue chairs are in a row and there is sand on the ground.,,chair,0.9999976,I
knife8-truck3,The camera is on a tripod and taking pictures of other cameras.,,airplane,0.54048544,X
knife6-clock2,"For some reason, I am not surprised to see a picture of an abstract photo with glass and silverware in it.",,airplane,0.5680537,X
knife3-bear2,The bear is sleeping on a rock in his natural habitat.,,bear,0.9999976,B
knife5-knife3,blurring some parts of it.,,airplane,0.84076935,X
knife5-dog1,The animal is a dog with long fur and brown markings on its back.,,dog,0.99963176,K
knife9-bottle2,"The picture is a collage of different bottles and vials, some with white caps others pink or blue. There are at least 8 visible in the photo including one on the bottom left corner, two on the top right side and three more on the middle right section. The rest can be found scattered throughout the photo.",,bottle,1.0,F
knife5-oven2,A car with a rear view mirror sitting on top of it's hood.,,car,0.99251395,G
knife6-bottle3,batman with green eyes and a black cape is flying over bottles of alcohol,,bottle,0.9944419,X
knife5-keyboard3,This is a photo of a metal object that has been cleaned in soapy water. The metal appears to be silver and it looks like someone may have dropped something into the sink drain. There are bubbles all around the sink as well.,,bottle,0.9914323,X
knife2-bird1,A bird is flying over a body of water with ripples on it's surface.,,bird,0.98640555,D
knife2-bottle2,"The image is a collage of different bottles and containers with various colored liquids inside them. The bottles are arranged in rows, and some have black caps while others have silver or twist-off lids. 

There's an array of colorful bottles that appear to be made from glass, which adds a touch of elegance to their design. Some of these bottles seem to be filled with clear liquid, while others contain opaque fluids. In addition to the main focus on the bottles themselves, there are also other elements present such as the tops of several bottles scattered around.

Overall, this photo captures the essence of a variety of products found at a store or pharmacy counter, showcasing not only the different types of bottles but also the range of colors and textures they come in. It can serve as inspiration for those looking to organize their own collections or simply appreciate the beauty of everyday items.",,bottle,1.0,F
knife7-bird3,"Each color is a different shade of brown and black.  
The picture has been altered to look like an oil painting.",,airplane,0.9919193,X
knife1-airplane1,The letters are made up of fighter jets and planes.,,airplane,0.9999968,"A, E"
knife6-boat3,"Is it blurry? 

Yes, the image is very blurry and pixelated. The photo has been distorted to such an extent that it's almost unrecognizable. It appears as if there are multiple layers of images pasted together without proper alignment or blending. This makes it difficult to discern any specific details about what might be in the picture originally. The overall effect is one of visual chaos caused by poor editing techniques.",,airplane,0.99607337,X
knife3-keyboard3,The sink is full of water and a cup sits in it.,,bottle,0.9880064,X
knife2-bear2,This is a close up of an animal with long claws and thick fur.,,dog,0.74359524,B
knife4-knife2,"The picture is a digital painting of a fork and knife on top of newspapers. 

There are two knives, one positioned horizontally at the bottom right corner while the other one is vertical in position slightly above it. The tip of both knives point towards each other.

A fork is also present in the middle with its handle pointing to the left side of the image. It's located between the two knives.

All three utensils have a black color with some rust spots due to age. They appear to be made from metal material like steel or iron.

In addition to these objects, there are several crumpled newspaper pages scattered around them which give an impression that they might have been used as wrapping paper for protection during transportation.

Lastly, there are four small yellow circles placed near the edge of the object area adding more details to the artwork.",,knife,0.9998883,X
knife8-bicycle1,Imagine a large pile of broken bicycles on top of each other.,,bicycle,0.9999989,C
knife10-elephant3,The elephant has wrinkled skin and a black spot on its head.,,elephant,1.0,L
knife2-car3,"Is it blurry? 
Yes, this is a very blurry photo of many cars and motorcycles in an open building with their hoods up. 

There are at least ten cars visible, some closer to us than others. They're all parked next to each other on what appears to be a car lot or auto repair shop. The picture has been altered using digital filters that make everything look distorted and out-of-focus. It's not clear whether these were intentional artistic choices or if there was something wrong with the camera settings when taking the photograph. Regardless, the result is a somewhat chaotic scene where it's difficult to discern individual details about any one vehicle among so much visual noise.",,car,0.9903419,X
knife3-clock2,A clock with a silver face and black hands is on display in front of an abstract background.,,clock,1.0,J
knife4-airplane3,A sewing machine is in use and has a black arm.,,airplane,0.84608227,X
knife2-cat3,The eye of a cat is shown with fur around it.,,cat,0.99999726,H
knife1-keyboard3,This is a picture of an old record player needle on top of some records that are submerged in water.,,boat,0.8854872,X
knife8-car2,"The image is a painting of cars and motorcycles with red, yellow, blue, black, silver, white, orange colors.",,car,0.8677987,"G. car
P. truck"
knife2-bicycle3,The picture is a collage of many bicycles and chains.,,bicycle,0.99999857,C
knife1-truck2,A car is shown in a photo that has been distorted and manipulated to look abstract.,,car,0.9968065,G
knife4-boat1,"Is it blurry? Yes, this is a very blurry picture of an airplane on the runway at the airport.",,airplane,1.0,A
knife2-dog1,"This is a close up of an animal's fur, with some dark brown and white areas.",,dog,0.97419196,X
knife1-chair1,A man is sitting in a row of red chairs with pink cushions and he has on glasses.,,chair,1.0,I
knife1-elephant1,"List of animals that can be seen or inferred.
There is no existence of any animal in the image description, so this instruction refers to a nonexistent object.",,elephant,0.80283386,X
knife1-bird2,The foil is crumpled up and looks very wrinkled.,,airplane,0.6070223,X
knife9-bicycle1,In a lot of bikes and motorcycles are piled up in a large pile.,,bicycle,0.9877032,X
knife6-knife1,The image is a box full of knives and tools.,,knife,0.99999976,X
knife9-bear3,"The fur of a dog is shown in close up view and it appears to be brown, black and white.",,dog,0.99984145,K
knife10-dog1,The animal has a brown and white fur coat on it's body.,,dog,0.98191136,X
knife3-cat1,"blurriness, a cat and white fur.",,cat,0.99999785,H
knife4-keyboard1,A picture of a shattered piece of glass with writing on it and numbers in black ink.,,bottle,0.9604367,X
knife10-bear3,The cat is laying down and sleeping on a bed with white sheets.,,cat,0.9999968,H
knife5-bicycle2,A bicycle is in a pile of bikes with one standing out from the rest.,,bicycle,1.0,C
knife3-knife1,The scissors are in a container with other items.,,knife,0.99584156,X
knife8-cat2,"The fur of a large animal is shown in this picture and it appears to be brown, gray and white.",,dog,0.8719345,B. bear
knife10-chair1,blurrily lined up red chairs in a row,,chair,0.99999917,I
knife4-bear1,A dog with a brown head and white body is sleeping on his back in front of a wall.,,dog,0.99873894,K
knife7-chair2,Inside a store with wooden chairs stacked on tables and shelves behind them.,,chair,0.9999976,"I, T"
knife4-cat2,"Is it blurry? 
Yes, this is a very blurry picture of an animal's fur with some brown and white coloration.",,dog,0.49979082,X
knife1-dog1,A close up of a dog's fur is shown in this picture.,,dog,0.99995565,K
knife5-clock1,The reflection of a man looking at clocks is seen in the mirror behind him.,,clock,0.9999999,X
knife6-airplane1,The fighter jet is flying in formation with other jets.,,airplane,0.9999987,A
knife7-bottle3,The bottle is green and has a label on it.,,bottle,1.0,F
knife8-boat1,The picture is a boat in the water and it has been photoshopped with many different colors.,,boat,1.0,E
knife8-bottle3,"In a pile of broken glass, there is one intact green bottle and its reflection on top of it.",,bottle,0.9999993,F
knife7-airplane3,This is a picture of a phone with some sort of case on it and a reflection in a mirror.,,airplane,0.75251263,X
knife6-bird1,The fork and knife are sitting on a napkin.,,knife,0.9999454,X
knife10-keyboard3,A close up of a metal item in water with bubbles around it.,,bottle,0.9373047,X
knife7-car2,The abstract art has a lot of colors and shapes.,,airplane,0.929268,X
knife1-car3,Vehicles are parked in a lot with trees behind them.,,truck,0.5567428,"G, P"
knife9-boat1,"Are there any fish in it? 
If so, how many and what kind? 

There is no existence of fish or any aquatic life in the given information about the image.",,boat,0.9961146,X
knife6-dog2,"The image is a fuzzy picture of fur and it appears to be white, brown and yellow in color.",,dog,0.77510434,X
knife9-chair1,A blurry photo of a woman sitting in front of pink chairs with her purse on her lap.,,chair,0.99994504,I
knife7-elephant2,"In the picture, an elephant's eye is visible through its skin. 

There are also many lines on the skin of the elephant.",,elephant,1.0,X
knife4-oven2,The picture is a reflection of cars on a street and buildings across the way through glass block windows in another building.,,car,0.9949426,G
knife10-knife1,A picture of a box with knives and a gun in it.,,knife,0.9999999,X
cat7-knife2,a close up of some knives and forks on a table,,knife,0.99999964,N
cat4-oven1,A blurry photo of a cat sitting on top of a table next to another object.,,cat,0.9999151,X
cat1-keyboard3,The image is a close up of an object with black and white keys on it.,,keyboard,0.99842596,M
cat8-bear1,A cat with a very cute face and large eyes.,,cat,0.99999964,H
cat4-dog3,The dog is sleeping on a white blanket with its head under his paw.,,dog,0.9982716,"H, K"
cat7-truck2,This is a photo of a red truck that has chrome parts on it and its hood is up.,,truck,0.9999974,P
cat8-bird2,A cat sitting on a bed with white sheets.,,cat,0.99999666,H
cat4-knife1,A very odd looking picture with some sort of mechanical object in it.,,airplane,0.9714912,X
cat1-airplane1,A cat is made up of paper cutouts and pictures.,,cat,0.9999945,H
cat5-airplane2,The image is a reflection of an airplane in water.,,airplane,0.9999957,A
cat6-keyboard3,The cat is sitting on a black keyboard and looking at something in front of it.,,cat,0.6876326,"H, M"
cat4-clock2,The cat is in a strange picture with numbers and symbols all around it.,,cat,0.9999858,H
cat9-truck1,The image is a red car with chrome parts and black accents.,,car,0.99881446,G
cat9-bottle2,"Is it blurry? 

Yes, many of these bottles are blurry and hard to make out details on. There is a lot of different colored glass in this pile as well which makes it even more difficult to identify individual items. The picture has been altered so that some parts may appear distorted or fuzzy too making it even harder for someone looking at it now without any context about what's really there!",,bottle,0.99999785,X
cat5-bear2,A cat is curled up in a ball on top of itself with its eyes open and ears alert to it surroundings.,,cat,0.99999964,H
cat9-dog2,The cat is laying on a fuzzy surface and looking at something in front of it.,,cat,0.99999344,H
cat4-cat3,The cat is orange and white with a black spot on its head.,,cat,0.99999857,H
cat10-oven2,A chair with a laptop on it in front of another chair and desk.,,chair,0.99999535,I
cat6-clock3,"This is a picture of an abstract cat with clocks for fur, sitting on top of many different clock faces.",,cat,0.99733126,X
cat2-boat2,"The image is a photo of an abstract piece of art with many different colors and shapes. The artwork has been distorted, making it appear like a digital picture rather than a painting or drawing. 

There are various geometric shapes scattered throughout the work, including squares, rectangles, circles, and triangles. Some areas have more layers of color while others have fewer, creating a dynamic texture that draws the viewer's eye to explore each section separately.

Overall, this contemporary piece of art showcases the artist's unique style and creativity in pushing boundaries by combining traditional mediums such as paint and canvas with modern technology to create something entirely new and captivating.",,airplane,0.98025525,X
cat7-dog3,The cat is sleeping on a white fluffy blanket.,,cat,0.99999297,H
cat2-knife3,blury,,bear,0.40076968,X
cat4-airplane1,A collage of fighter jets and numbers on a white background.,,airplane,0.9999881,X
cat10-elephant3,The picture is of an elephant with wrinkled skin and a big ear.,,elephant,0.9999999,L
cat2-truck3,A chair that is yellow and blue with a seat belt on it.,,chair,0.99999213,I
cat5-bicycle3,A cat is laying in a pile of wires and metal parts.,,cat,0.99999785,H
cat9-clock2,A bunch of black and silver items in a glass bowl on display.,,bottle,0.8087653,X
cat6-chair3,Blue chairs are stacked on top of each other and a table is in between them.,,chair,0.9999939,I
cat7-clock3,The clocks are all over and distorted in this picture.,,clock,1.0,J
cat7-airplane2,A distorted picture of a bird with yellow and blue feathers on it's wings.,,bird,0.99284744,D
cat5-knife2,A cat is sitting on a pile of papers and magazines.,,cat,0.9999924,H
cat10-bird2,The cat is laying down on a blanket and looking at something in front of it.,,cat,0.99997675,H
cat1-car2,A red car is shown in a distorted photo with other cars around it.,,car,0.99881434,G
cat5-boat1,"The picture is a photo of an old ship that has been digitally altered to have lines and red, blue and orange colors throughout it. The ship looks like its in disrepair with some parts missing or falling off. There are many different boats scattered around the area but they don't seem to be connected to the main ship.",,boat,0.9998016,"E, G, I"
cat5-chair3,A bunch of chairs that are in a room.,,chair,1.0,I
cat2-car3,A picture of a car with an abstract background.,,car,0.99905556,G
cat8-car2,A photo of a bunch of different colored fish lures.,,boat,0.9694179,X
cat5-elephant2,An elephant with a big ear and long trunk.,,elephant,1.0,L
cat9-boat2,A ship is shown in a photo with many different colors and sizes of picture cutouts around it.,,boat,0.95010453,X
cat10-bicycle1,A bunch of bikes are piled together in a big pile.,,bicycle,0.9999958,C
cat3-bear2,The cat is laying down on a bed with its eyes open.,,cat,0.99999964,H
cat6-bear1,A cat sitting on top of a pile of fur covered blankets.,,cat,0.9999293,H
cat10-bear1,The bear is laying down and sleeping in his den.,,bear,0.99999964,B
cat9-cat3,The cat is sleeping on a fuzzy blanket.,,cat,0.99998665,H
cat4-chair2,This is a picture of chairs and tables stacked on top of each other in front of a wall with papers posted to it.,,chair,0.9524226,I
cat1-dog1,The cat is sleeping on a fluffy white blanket.,,cat,0.99999154,H
cat10-airplane3,The sky is blue and cloudy with a reflection of an airplane engine in it.,,airplane,1.0,A
cat10-keyboard1,The camera is broken and needs to be fixed.,,airplane,0.88790673,X
cat1-boat1,A airplane that is sitting on a runway.,,airplane,1.0,A
cat7-elephant1,"I am sorry, but I cannot do that because there is no existence of an elephant in any of the captions provided for this question. 

There are two birds depicted on a piece of fabric or wallpaper, depending on which sentence you choose to follow. One bird appears to be sleeping while the other one looks like it's about to fly away. The background color of these images is grey and brown.",,elephant,0.99893755,D
cat1-chair2,A large number of chairs stacked on top of each other.,,chair,0.9999995,I
cat4-truck3,The image is a colorful abstract of a chair with an orange back and blue seat cushion on it.,,chair,0.99999666,I
cat5-car2,A car with a bunch of different colors on it is shown in this photo.,,car,0.9999559,G
cat4-car2,The image is a computer generated abstract of different colored fish and lures on a reflective surface with a red one in the center.,,boat,0.82333064,X
cat3-oven2,"On a table there is an object that has two buttons on it and one knob, next to this there are some other objects including another knob and what looks like part of a steering wheel.",,keyboard,0.7411914,X
cat7-boat3,A ship is shown in a distorted picture.,,boat,0.89170057,E
cat8-bicycle3,A cat picture on a chain link fence.,,cat,0.9999858,X
cat5-keyboard3,"The numbers on this object are not in English, and it is unclear what they represent or how to use them.",,airplane,0.5588966,X
cat2-bottle3,The cat is sitting on top of a pile of money and bottles.,,cat,0.99952614,"H, F"
cat4-bird2,A cat is sitting on a couch under plastic wrap.,,cat,0.99998176,H
cat9-knife2,The cat is sitting on a table and looking at something.,,cat,0.9999883,"H, I"
cat9-bicycle1,"OPTIONS:
- A motorcycle is in a pile of junk.
- The motorcycle has been painted with graffiti.

A motorcycle is in a pile of junk.",,truck,0.9161404,X
cat5-bottle1,The bottles are different shapes and sizes with some having gold tops.,,bottle,1.0,F
cat2-cat1,The kitten is laying on a fluffy blanket and looking up at something or someone.,,cat,0.99968636,X
cat9-chair2,The chairs are brown and made of wood.,,chair,0.9999999,I
cat10-clock1,blury cat and clock,,clock,0.9710292,"H, J"
cat3-bicycle1,A large pile of broken glass and metal parts.,,airplane,0.31346253,X
cat10-bottle1,A wall of bottles and a shelf full of items including a backpack on it.,,bottle,1.0,F
cat1-oven1,A blurry picture of a woman with glasses on her face and an umbrella in hand.,,bottle,0.44331875,X
cat7-bottle1,"Resembles a bar scene with lots of different bottles on display, some filled and others empty.",,bottle,1.0,F
cat1-cat3,A cat with its eyes closed laying on a bed of white fur.,,cat,0.9999914,H
cat9-bird3,A cat is laying on a white surface and looking at something.,,cat,0.9999975,H
cat6-oven1,A picture of a machine with its arms up in the air and another machine below it.,,airplane,0.9819244,X
cat1-bird1,"blurrily seen through a plastic bag, is a grey cat with green eyes and pink ears.",,cat,0.99980587,H
cat2-elephant1,"A close up of an elephant's face and trunk, it looks like a cat with two eyes looking to the left.",,elephant,0.9999536,X
cat5-dog3,A dog laying down with a fluffy tail and ears.,,dog,0.9998914,K
cat3-cat1,The cat is laying down on a fluffy white blanket.,,cat,0.9999939,H
cat3-truck3,"The image is a reflection of an orange truck in a window, with another yellow vehicle to its left and a blue car behind it.",,truck,0.9998907,"T, Y, C, B"
cat3-elephant2,The trunk of an elephant is seen in this picture.,,elephant,1.0,L
cat4-keyboard2,This is a picture of a keyboard with a black object on top of it.,,keyboard,0.9999981,M
boat4-car3,Painting of cars and people at a car show with trees in background.,,car,0.9997793,"G, H, I"
boat1-bear1,The animal has long hair and is sleeping on a bed of fur.,,dog,0.6841992,B
boat7-clock3,A distorted picture of a musical note with clocks on it is shown.,,clock,0.9999999,X
boat8-elephant1,"Each elephant has a unique skin pattern, like finger prints on humans.",,elephant,1.0,L
boat3-bicycle2,A bunch of bikes are piled together in a lot and some have been distorted making them look strange.,,bicycle,0.99972516,C
boat6-car1,"A red, yellow and blue boat is on a beach near some cars.",,boat,0.9999963,E
boat1-elephant3,The elephant has wrinkled skin and is brown in color.,,elephant,1.0,L
boat6-bear1,The bear is brown and black in color with its head down.,,bear,0.99999833,B
boat2-bottle2,What is this? A collage of bottles and papers.,,bottle,0.99999976,F
boat9-keyboard2,The numbers on a calculator are blurry and hard to see.,,clock,0.94604033,X
boat7-elephant3,The sand has a bird drawn in it with a stick.,,bird,0.99998474,D
boat10-oven1,A car is upside down on its side in a garage.,,car,0.99907744,G
boat6-bottle2,A photo of a woman's face is superimposed over bottles and containers.,,bottle,0.99999845,F
boat2-oven3,A microwave oven sitting inside of a clear display case.,,oven,0.99998796,O
boat6-clock2,"A fish is on a clock with numbers and hands in black, red, white, blue, green, yellow, brown, grey, orange, purple, pink, and beige colors.",,clock,0.9999951,X
boat5-knife2,A,,bird,0.45809555,X
boat4-elephant2,A close up of a wall with palm trees on it.,,airplane,0.75978863,X
boat6-airplane2,Meteor shower falling from sky in front of a boat on water.,,boat,0.99617517,X
boat5-clock3,A distorted photo of a clock with many faces.,,clock,1.0,J
boat7-bottle1,"The bottles are on a shelf and some of them have different colors, shapes and sizes.",,bottle,1.0,F
boat10-truck1,The engine of a red car is shown in detail with chrome parts and wires attached to it.,,car,0.9970387,G
boat1-truck3,This is a picture of police car lights with a reflection on them.,,car,0.97050685,G
boat1-car2,The red car is parked in a garage next to other cars and trucks.,,car,0.9618796,G
boat1-bird3,"In what color is the bird? 
What are its features? 

The bird in this image has a brown and black coloration, with red accents on its wings. It also has long feathers that extend outwards from its body. The bird appears to be in flight, as indicated by the motion blur applied to the photograph. This artistic effect gives an impression of movement and gracefulness to the image. Overall, it's a striking representation of a beautiful bird captured mid-flight.",,bird,0.9998301,X
boat5-airplane1,A group of fighter jets are lined up on a tarmac.,,airplane,0.9999976,X
boat6-dog1,The fur of a brown animal with white background is shown in this picture.,,dog,0.98128444,B
boat2-bear3,A close up of a dogs eye and fur.,,dog,0.99997807,K
boat9-chair2,"Write a caption for it.
The chairs are stacked on top of each other in an outdoor area.",,chair,0.99999166,I
boat9-bird1,The boat is made of plastic and has a sail.,,boat,1.0,E
boat8-oven1,The plane is on a white background and it has two engines.,,airplane,1.0,A
boat10-bear3,This is a close up of an animal's eye and nose area.,,dog,0.96274513,X
boat5-car3,A bunch of cars are shown in a photo montage.,,car,0.9998561,G
boat3-clock3,This is a picture of many clocks that are on a wall.,,clock,1.0,J
boat4-bicycle3,"The picture is a mess of many different items, such as bicycles and hangers.",,bicycle,0.99789315,C
boat9-cat3,The cat is sleeping on a bed with white sheets and fluffy pillows.,,cat,0.99999225,X
boat9-airplane2,A ship with sails that are down on a body of water.,,boat,0.99998486,X
boat9-knife2,Is it a broken vase?,,bottle,0.9737853,X
boat6-bicycle2,A bicycle with a basket on it is shown in this picture.,,bicycle,1.0,C
boat7-truck2,"The red and white abstract painting is on a glass surface, possibly in an art gallery or museum.",,bottle,0.85556597,X
boat6-cat1,A cat sleeping on a fuzzy blanket with its head under it's paw.,,cat,0.99995005,H
boat5-boat3,"Each object is described with a word or phrase that describes it, such as ""red boat"" and ""blue umbrella"". 

A red boat sits in front of an abstract background.",,boat,0.99988604,E
boat1-oven1,The wiper blades are black and white on a car window.,,car,0.9998872,G
boat4-chair2,The chairs are made of wood and stacked up in a room.,,chair,1.0,I
boat1-bicycle2,There are many bicycles in a pile together.,,bicycle,1.0,C
boat8-truck2,"The image is a reflection of red trucks in glass, with one truck's hood and grill visible.",,truck,0.99999416,P
boat9-dog2,The cat is covered with a fur that looks like it has been photo shopped or edited in some way.,,cat,0.9999895,H
boat9-bear3,"In the image, there is a bird with brown and black feathers sitting on a branch in front of green leaves. The focus of this image is the tailfeathers of the bird which are blurred out to create an abstract effect. There's also another blurry object that looks like it could be part of the same bird or something else entirely. 

The background consists of more branches covered in green leaves as well as some additional foliage. Overall, the scene has a natural feel to it with plenty of greenery surrounding the bird.",,bird,0.9990489,D
boat8-bottle1,"From a collection of many different items, pick an item. 
Select another item from the list. 
Select the last item on the list.",,knife,0.52940404,X
boat7-boat2,A distorted photo of a boat in water with buildings and cars around it.,,boat,0.9999994,E
boat1-chair3,"MLP: Large group of chairs with some in front and others behind them. The ones closest to us are light blue, medium blue, dark blue, white, gray and black. There is a silver trash can between two rows of seats.",,chair,0.99994934,I
boat2-airplane1,The picture is of a fighter jet with some numbers on it.,,airplane,0.99999964,A
boat3-keyboard2,The number six is on a keyboard and there are numbers all over it.,,keyboard,0.99999905,M
boat10-boat3,"On a ship, there are people and equipment.",,boat,0.923895,X
boat5-bicycle3,"Write a short story about it.
The bikes are all different colors and sizes, but they have one thing in common - they're all locked up together. Some of them look old and rusty while others appear brand new with their bright frames shining in the sun. The locks on these bicycles are sturdy and reliable, keeping each bike safe from theft until its owner returns to claim it.",,bicycle,0.9999951,C
boat6-knife2,A colorful abstract piece of art with a lot going on in it.,,airplane,0.9482628,X
boat1-keyboard3,A close up of a hard drive with water on it.,,bottle,0.99240184,X
boat7-keyboard3,The gear shift is black and silver in color.,,car,0.9427187,X
