image,timestamp,response,pred_llm_judge,pred_label,pred_conf
airplane2-bottle1,2024-02-14 12:28:22,"A colorful array of bottles with various shapes and sizes, some with caps and others without, are displayed in a vibrant and artistic manner.",F,bottle,1.0
chair5-car1,2024-02-14 12:28:23,A painting of cars with a red car in the center.,G,car,0.9998642
clock4-car2,2024-02-14 12:28:23,A blurry image of a clock with a red background.,J,clock,1.0
oven9-keyboard1,2024-02-14 12:28:24,A blurry image of a toaster oven with a black and white filter.,O,oven,0.9999957
clock8-keyboard1,2024-02-14 12:28:25,A close up of a clock with the time of 12:30.,J,clock,1.0
oven7-oven1,2024-02-14 12:28:29,"The image presents a scene of two ovens, one stacked on top of the other, set against a stark white background. The oven on top is slightly blurred, adding a sense of depth to the image. The oven on the bottom is in sharp focus, revealing its black color and silver handle. The oven on top, despite being blurred, shares the same black color and silver handle as the oven on the bottom. The two ovens, despite their differences in focus, share a commonality in their design and color scheme.",O. oven,oven,1.0
keyboard6-knife2,2024-02-14 12:28:30,A painting of a keyboard with a black and white cat sitting on it.,"M, H",cat,0.91893446
bird8-clock1,2024-02-14 12:28:30,A painting of a bird with a background of numbers and letters.,D,bird,0.999966
oven1-boat3,2024-02-14 12:28:31,A painting of a boat in a glass case with a red and blue background.,E,boat,0.9999943
dog5-truck2,2024-02-14 12:28:32,A red and black abstract painting with a blurry background.,X,airplane,0.9898683
truck5-dog3,2024-02-14 12:28:33,"A blurry image of a brown toy truck with the word ""SCOUT"" on it.",P,truck,0.9999945
chair7-truck3,2024-02-14 12:28:33,A painting of a chair with a blue seat and a yellow frame.,I,chair,0.9999964
chair9-keyboard2,2024-02-14 12:28:34,A blurry image of a computer keyboard with the number 1 and 2 visible.,M,keyboard,0.9999931
bottle5-airplane1,2024-02-14 12:28:35,A bottle is in the center of a distorted image with various words and letters.,F,bottle,1.0
bear1-bicycle3,2024-02-14 12:28:35,A bear is sitting on the ground with its head turned to the left.,B,bear,0.9999827
elephant7-airplane3,2024-02-14 12:28:36,A painting of an elephant with a blue background.,L,elephant,1.0
bird1-knife3,2024-02-14 12:28:37,A painting of a bird with a blurry background.,D,bird,0.9989126
bear3-bird3,2024-02-14 12:28:37,A painting of a bear with a white background.,B,bear,0.9999981
boat6-airplane2,2024-02-14 12:28:38,A painting of a boat in the water with a blue sky and yellow clouds.,E,boat,0.9999974
bicycle1-elephant2,2024-02-14 12:28:39,A bicycle is shown in a blurry image with a brown background.,C,bicycle,0.9999995
chair10-dog1,2024-02-14 12:28:39,A blurry image of a chair is shown on a furry background.,I,chair,0.9999951
knife9-bottle2,2024-02-14 12:28:40,A blurry image of a group of bottles with various colors and sizes.,F,bottle,1.0
truck4-knife1,2024-02-14 12:28:41,A painting of a car with a blurry background.,G,car,0.99936515
clock10-cat1,2024-02-14 12:28:42,"An old, rusty alarm clock with a white handle and two bells is sitting on a blue and white furry surface.","J
I",clock,0.99999964
clock4-chair1,2024-02-14 12:28:42,A blurry image of a room with red chairs and a black object in the center.,X,chair,0.9981931
truck4-boat3,2024-02-14 12:28:43,A painting of a green and red truck with a blue sky and pink clouds.,P,truck,0.99998736
truck4-bottle2,2024-02-14 12:28:44,A blurry image of a pile of bottles with a car in the background.,"F, G",bottle,0.9985404
knife9-elephant2,2024-02-14 12:28:45,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
car5-bear3,2024-02-14 12:28:45,A blurry image of a car is shown on a white background.,G,car,0.9991314
boat6-dog1,2024-02-14 12:28:46,A close-up of a furry surface with a brown marking.,X,dog,0.906745
bird7-bird2,2024-02-14 12:28:47,"A black bird is perched on a wire, surrounded by a blurry background.",D,bird,0.9991167
elephant7-knife2,2024-02-14 12:28:48,A blurry image of an elephant with a pink trunk and a red eye.,L,elephant,1.0
bicycle6-boat2,2024-02-14 12:28:48,A bicycle with a basket is shown in a painting.,C,bicycle,1.0
truck1-clock3,2024-02-14 12:28:49,A truck is shown with a blurry background.,P,truck,1.0
bird5-cat2,2024-02-14 12:28:50,A blurry image of a bird with a brown and white color scheme.,D,bird,0.99980265
bottle6-chair2,2024-02-14 12:28:50,A blurry image of a wooden chair with a blurry background.,I,chair,0.9999976
clock9-keyboard2,2024-02-14 12:28:51,A blurry image of a black keyboard with white letters.,M,keyboard,0.99999976
keyboard2-bottle1,2024-02-14 12:28:52,A blurry image of a shelf filled with various bottles of alcohol.,F,bottle,1.0
knife7-airplane3,2024-02-14 12:28:52,A painting of a blue and white sky with a black bird in the center.,D,bird,0.97179633
keyboard9-bird1,2024-02-14 12:28:53,A blurry image of a computer keyboard with a blue object in the foreground.,M,keyboard,0.99990857
chair4-bear2,2024-02-14 12:28:54,A blurry image of a chair with a white background.,I,chair,0.9999981
dog3-boat1,2024-02-14 12:28:54,A painting of a dog with a blue helmet on.,K,dog,0.9991737
dog1-boat3,2024-02-14 12:28:55,A painting of a face with a red background.,X,airplane,0.5383149
oven3-clock3,2024-02-14 12:28:56,A painting of a clock with a face and hands.,J,clock,1.0
bird10-chair1,2024-02-14 12:28:56,A blurry image of a room with pink chairs and a black table.,I,chair,0.99305624
oven3-truck1,2024-02-14 12:28:57,A red box with a red heart inside it.,X,bottle,0.9241726
oven2-oven3,2024-02-14 12:28:58,A blurry image of a double oven with a digital display and buttons.,O,oven,0.9999989
oven3-elephant3,2024-02-14 12:28:59,"The image shows a square-shaped object with a heart shape in the center, surrounded by a brownish-beige background.",X,elephant,0.5660446
cat5-bottle1,2024-02-14 12:29:00,A cat is surrounded by a multitude of bottles in various colors and sizes.,F,bottle,0.9376716
dog4-elephant2,2024-02-14 12:29:00,A close up of a dog's face with wrinkles.,K,dog,0.99980885
car7-dog3,2024-02-14 12:29:01,A blurry image of a dog's face with a white background.,K,dog,0.9998933
bird8-boat3,2024-02-14 12:29:02,A painting of a bird with a red beak and blue body.,D,bird,0.9999964
dog7-chair2,2024-02-14 12:29:02,A painting of a chair made of chairs.,I,chair,1.0
car5-cat1,2024-02-14 12:29:03,A blurry image of a car with a white background.,G,car,0.99900633
elephant7-clock2,2024-02-14 12:29:04,A painting of an elephant with a blurry background.,L,elephant,0.9999999
truck7-bird2,2024-02-14 12:29:04,A large truck with a trailer is parked on a snowy road.,P,truck,0.9999999
elephant3-oven1,2024-02-14 12:29:05,A blurry image of an elephant with a white background.,L,elephant,1.0
chair3-bicycle3,2024-02-14 12:29:06,A wooden chair with a red cushion is sitting on a gray carpet with a blurry background.,I,chair,1.0
knife2-cat3,2024-02-14 12:29:07,A blurry image of a snake with a red eye and a white stripe on its body.,X,elephant,0.5845816
keyboard6-chair1,2024-02-14 12:29:08,A blurry image of a room with red chairs.,I,chair,0.9999821
bottle2-knife3,2024-02-14 12:29:08,A bottle is standing upright in front of a blurry background.,F,bottle,1.0
bottle3-cat3,2024-02-14 12:29:09,A blurry image of a bottle with a brown liquid inside.,F,bottle,1.0
keyboard4-keyboard2,2024-02-14 12:29:10,"A blurry image of a keyboard with the letters ""T"", ""O"", ""P"", and ""D"" visible.",M,keyboard,0.99999976
bear3-airplane1,2024-02-14 12:29:11,A blurry image of a bear with a white background.,B,bear,0.9999976
elephant5-chair3,2024-02-14 12:29:11,A painting of abstract shapes and colors.,X,airplane,0.86791587
bottle9-keyboard1,2024-02-14 12:29:12,"A blurry image of a bottle with a label that says ""Jaeger"".",F,bottle,0.9999999
oven3-airplane1,2024-02-14 12:29:13,A picture of a box with a picture of a box inside it.,X,bottle,0.96793836
car3-boat1,2024-02-14 12:29:13,A car is shown in a painting with a blue background.,G,car,0.9991673
airplane5-bear2,2024-02-14 12:29:14,A blurry image of a bird with a white background.,D,bird,0.9997322
cat10-bird2,2024-02-14 12:29:15,"A cat is sitting on a couch with a blanket, looking at the camera.",H,cat,0.999997
chair6-bird2,2024-02-14 12:29:15,A blurry image of a black object on a white background.,X,airplane,0.9918847
oven4-bottle2,2024-02-14 12:29:16,A blurry image of a group of bottles with various colors and sizes.,F,bottle,1.0
bear2-airplane1,2024-02-14 12:29:17,A bear standing on its hind legs with a blurry background.,B,bear,0.9999387
keyboard9-chair2,2024-02-14 12:29:18,"A room filled with wooden chairs and tables, with a blurry background.",I,chair,0.99977297
oven4-car1,2024-02-14 12:29:18,A painting of a toaster oven with a pot on top of it.,O,oven,0.9999999
bottle4-bicycle1,2024-02-14 12:29:19,A bottle is surrounded by a chaotic background of various shapes and colors.,F,bottle,1.0
knife1-dog1,2024-02-14 12:29:20,A close-up of a furry texture with a brownish hue.,X,dog,0.6390787
elephant2-elephant3,2024-02-14 12:29:21,A close-up of an elephant's head on a textured surface.,L,elephant,0.99999964
bear6-clock1,2024-02-14 12:29:21,A painting of a woman with a clock in her hand.,J,clock,1.0
keyboard6-boat2,2024-02-14 12:29:22,A painting of a city with a red and black train in the center.,X,airplane,0.91674405
clock2-knife1,2024-02-14 12:29:23,A blurry image of a clock with a black frame and white numbers.,J,clock,1.0
oven1-bird3,2024-02-14 12:29:23,A blurry image of a room with a window and a bed.,X,airplane,0.9029365
elephant7-cat1,2024-02-14 12:29:24,A painting of an elephant with a blurry background.,L,elephant,0.9999999
dog10-oven2,2024-02-14 12:29:25,A black cat is sitting on a table with a blurry background.,"H, I",cat,0.99993074
dog8-dog3,2024-02-14 12:29:25,A blurry image of a dog with a blurry background.,K,dog,0.999863
bear5-oven3,2024-02-14 12:29:26,A blurry image of a machine with red buttons and a black screen.,X,airplane,0.9522599
airplane4-car1,2024-02-14 12:29:27,A painting of a red car with a blue car in the background.,G,car,0.99995613
cat7-knife2,2024-02-14 12:29:27,A cat is sitting on a pile of books with a blurry background.,H,cat,0.99997175
cat10-clock1,2024-02-14 12:29:28,A painting of a cat with a background of clocks.,"H, J",cat,0.6811866
knife9-bicycle1,2024-02-14 12:29:29,A chaotic image of a pile of scrap metal with various colors and shapes.,X,airplane,0.7490868
truck4-oven2,2024-02-14 12:29:30,A black truck is parked on a street with a blurry background.,P,truck,0.9999993
car4-oven2,2024-02-14 12:29:30,A black and white image of a car with a blurry background.,G,car,0.9988042
keyboard4-truck3,2024-02-14 12:29:31,A painting of a city with cars and buildings.,"G, I",car,0.9977665
knife3-bear2,2024-02-14 12:29:31,A blurry image of a bear's head and neck.,B,bear,0.9999683
clock2-bear2,2024-02-14 12:29:33,"A blurry image of a clock with the numbers 12, 3, 6, and 9 visible.",J,clock,1.0
car2-car3,2024-02-14 12:29:33,A red car is shown with a blurry background.,G,car,0.999671
bicycle7-elephant2,2024-02-14 12:29:34,A bicycle is shown in a blurry image with a brown background.,C,bicycle,0.9999995
boat4-bird1,2024-02-14 12:29:35,A painting of a blue and white abstract painting with a blurry background.,X,airplane,0.9926704
truck6-knife2,2024-02-14 12:29:35,"A painting of a red truck with the word ""water"" on it.",P,truck,0.9999188
clock10-truck2,2024-02-14 12:29:36,A red car is parked in front of a building with a white wall.,G,car,0.99939716
clock8-chair2,2024-02-14 12:29:37,A close-up of a clock with a blurry background.,J,clock,1.0
dog4-chair1,2024-02-14 12:29:37,A blurry image of a room with red chairs and a black table.,I,chair,0.99832195
elephant7-dog1,2024-02-14 12:29:38,A blurry image of an elephant walking in the grass.,L,elephant,0.9999981
car4-car2,2024-02-14 12:29:39,A red car with a black hood and a yellow stripe on the side.,G,car,0.9980996
bicycle3-truck3,2024-02-14 12:29:40,A painting of a bicycle with a blurry background.,C,bicycle,0.9999975
boat2-bottle2,2024-02-14 12:29:40,A blurry image of a group of bottles with a black object in the center.,F,bottle,0.9999999
bear8-bicycle3,2024-02-14 12:29:41,A bear is standing in a field with a blurry background.,B,bear,0.99999917
car10-car1,2024-02-14 12:29:42,A red car is parked on a street with a blurry background.,G,car,0.999198
truck1-cat1,2024-02-14 12:29:42,A blurry image of a dog and a cat in a room with a window.,"H, K",cat,0.9910659
elephant7-keyboard3,2024-02-14 12:29:43,A black silhouette of an elephant is shown against a blurry background.,L,elephant,1.0
bird9-bottle3,2024-02-14 12:29:44,A green bird is sitting on a branch with a blurry background.,D,bird,0.9999176
oven4-knife2,2024-02-14 12:29:45,A painting of a microwave oven with a pot on top and a roasting pan inside.,O,oven,0.9999995
keyboard6-car2,2024-02-14 12:29:46,A blurry image of a car with a red hue.,G,car,0.99929154
airplane8-elephant3,2024-02-14 12:29:46,The image is a close-up of a textured surface with a black line running through it.,X,airplane,0.9989479
clock8-bear2,2024-02-14 12:29:47,A close-up of a pocket watch with a blurry background.,J,clock,0.9719517
knife9-boat1,2024-02-14 12:29:48,A painting of a city with a blue sky and red and blue buildings.,X,airplane,0.97387874
airplane2-bicycle1,2024-02-14 12:29:48,A painting of a pile of metal objects with a blurry background.,X,airplane,0.9874571
chair7-chair1,2024-02-14 12:29:49,A painting of a room with a pink background and a black chair.,I,chair,0.99966466
dog6-cat1,2024-02-14 12:29:50,A brown and white dog with a collar is sleeping on a white furry blanket.,K,dog,0.99879885
car4-clock1,2024-02-14 12:29:51,A painting of a car with a clock on it.,"G, J",clock,0.80703515
boat4-boat3,2024-02-14 12:29:51,A painting of a boat in the water with a pink sky and blue water.,E,boat,0.9999989
bear2-elephant1,2024-02-14 12:29:52,A close up of a bear's face on a textured surface.,B,bear,0.9999987
elephant9-chair2,2024-02-14 12:29:53,A blurry image of a room with chairs and a table.,"I, J",chair,0.9985455
clock3-bicycle2,2024-02-14 12:29:54,"A blurry image of a clock with the numbers 12, 3, 6, and 9 visible.",J,clock,1.0
airplane4-cat3,2024-02-14 12:29:55,A blurry image of a cat's face with a red mark on it.,H,cat,0.99999106
dog4-bicycle1,2024-02-14 12:29:55,A painting of a person with a blurry background.,X,airplane,0.97342074
bird7-car2,2024-02-14 12:29:56,A blurry image of a bird sitting on a branch with a red and yellow background.,D,bird,0.9998666
truck7-keyboard3,2024-02-14 12:29:57,A blurry image of a black object on a white background.,X,airplane,0.9918847
bird3-knife3,2024-02-14 12:29:57,A blurry image of an eagle's head with a gray background.,D,bird,0.7153341
bicycle5-car3,2024-02-14 12:29:58,A red bicycle is shown with a blurry background.,C,bicycle,1.0
knife10-oven3,2024-02-14 12:29:59,A blurry image of a cityscape with buildings and a sky.,X,airplane,0.99891114
bicycle9-bottle1,2024-02-14 12:30:00,A bicycle is made of bottles and is surrounded by a blurry background.,C,bicycle,0.5809583
boat9-dog2,2024-02-14 12:30:00,A blurry image of a feathered object with a brownish hue.,D,bird,0.9385861
clock5-clock2,2024-02-14 12:30:01,A clock with a blurry background and a black frame.,J,clock,1.0
bear4-truck3,2024-02-14 12:30:01,A painting of a bear with a purple background.,B,bear,0.9999132
dog8-boat3,2024-02-14 12:30:02,A painting of a red elephant with a blue trunk and a blue tail.,L,elephant,0.9999995
truck1-bear1,2024-02-14 12:30:03,A blurry image of a bear with a blurry background.,B,bear,0.9999969
oven1-clock3,2024-02-14 12:30:04,A painting of a room with a clock and a window.,"J, O",clock,1.0
elephant9-boat3,2024-02-14 12:30:04,A colorful painting of an elephant with a cityscape in the background.,L,elephant,1.0
bird5-bear3,2024-02-14 12:30:05,A blurry image of a bird with a brown and green color scheme.,D,bird,0.99986374
chair1-airplane2,2024-02-14 12:30:06,A painting of a chair with a blue background and yellow lines.,I,chair,0.9999974
knife8-bicycle1,2024-02-14 12:30:06,A painting of a group of people standing in a room with a blue wall.,X,airplane,0.8804989
chair6-elephant2,2024-02-14 12:30:07,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
airplane7-truck1,2024-02-14 12:30:08,A red car is parked on a street with a blurry background.,G,car,0.999198
chair10-airplane2,2024-02-14 12:30:08,A chair with a yellow seat and a blue backrest is sitting on a blue floor.,I,chair,1.0
oven5-dog3,2024-02-14 12:30:09,A blurry image of a microwave oven on a white furry surface.,O,oven,0.9997571
truck2-bird2,2024-02-14 12:30:10,A rusty truck with a ladder on the side and a gas tank on the back is parked on a snowy ground.,P,truck,0.9999999
airplane9-car2,2024-02-14 12:30:11,A painting of a red car with a yellow stripe on the hood.,G,car,0.99907327
truck8-elephant1,2024-02-14 12:30:12,A blurry image of a truck is shown.,P,truck,1.0
chair7-airplane1,2024-02-14 12:30:12,A blurry image of a chair with a hat on it.,I,chair,0.9999994
dog2-bicycle2,2024-02-14 12:30:13,A blurry image of a bicycle with a black tire and a silver frame.,C,bicycle,1.0
car7-bear1,2024-02-14 12:30:14,A furry animal is sleeping on a bed with a brown blanket.,X,bear,0.49636006
bear9-knife2,2024-02-14 12:30:14,A painting of a bear with a blurry background.,B,bear,0.99999297
car3-elephant3,2024-02-14 12:30:15,A car is imprinted on a piece of paper with a rough texture.,G,car,0.9980653
bottle9-car3,2024-02-14 12:30:16,A bottle of Tabasco sauce is standing upright in the center of the image.,F,bottle,1.0
bear6-car2,2024-02-14 12:30:17,A colorful abstract painting with various shapes and colors.,X,airplane,0.83925474
keyboard5-bear3,2024-02-14 12:30:17,A close-up of a furry texture with a blurry background.,X,dog,0.42852885
car8-dog1,2024-02-14 12:30:18,A blurry image of a car is shown on a furry background.,G,car,0.99740463
truck9-truck3,2024-02-14 12:30:19,A painting of a truck with a horse on the side.,P,truck,0.9997093
bicycle9-knife3,2024-02-14 12:30:19,A painting of two bicycles with a blurry background.,C,bicycle,0.99997365
chair8-oven1,2024-02-14 12:30:20,A blurry image of a chair with a white background.,I,chair,0.9999981
cat3-truck3,2024-02-14 12:30:20,A painting of a cat with a blurry background.,H,cat,0.9998801
elephant2-clock1,2024-02-14 12:30:21,A painting of a clock with a face made of numbers and letters.,J,clock,1.0
knife6-bird1,2024-02-14 12:30:22,A blurry image of a blue object on a white background.,X,airplane,0.9843439
keyboard10-airplane3,2024-02-14 12:30:22,A painting of a piano with a blue and black color scheme.,X,keyboard,0.48012206
boat3-keyboard2,2024-02-14 12:30:41,"A blurry image of a keyboard with the letters ""T"", ""U"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"", ""J"", ""L"", ""T"", ""V"", ""E"", ""D"", ""E"", ""R"", ""N"", ""O"",",X,keyboard,0.99999833
boat4-bottle2,2024-02-14 12:30:41,A blurry image of a variety of bottles and containers.,F,bottle,0.9999999
dog3-elephant2,2024-02-14 12:30:42,A close up of a face with a blurry background.,X,airplane,0.9571682
truck9-bottle2,2024-02-14 12:30:43,A blurry image of a horse and a truck with many bottles in the background.,"T, B",bottle,0.58194983
boat6-clock2,2024-02-14 12:30:44,A painting of a boat with a face on it.,E,boat,0.9999993
boat3-bicycle2,2024-02-14 12:30:44,A blurry image of a city with a lot of buildings and a sky.,X,airplane,0.999411
oven2-truck3,2024-02-14 12:30:45,A painting of a room with a blue wall and a yellow door.,X,airplane,0.62987435
car4-boat1,2024-02-14 12:30:45,A painting of a car with a blue and red background.,G,car,0.9996995
bicycle4-chair2,2024-02-14 12:30:46,A blurry image of a room with chairs and tables.,"I, G",chair,0.99844486
cat4-knife1,2024-02-14 12:30:47,A painting of a cat with a blurry background.,H,cat,0.9998801
car8-boat3,2024-02-14 12:30:47,A red car is shown in a painting with a blurry background.,G,car,0.9997845
elephant5-elephant1,2024-02-14 12:30:48,A gray elephant is standing on a gray surface with its trunk curled up.,L,elephant,0.9999994
dog1-chair1,2024-02-14 12:30:49,A blurry image of a room filled with red chairs.,I,chair,0.99999213
airplane10-bear3,2024-02-14 12:30:50,A close-up of a furry animal's tail with a blurry background.,B,dog,0.93439656
bird10-bear2,2024-02-14 12:30:50,A blurry image of a bird with a long neck and curved beak.,D,bird,0.99991703
bear4-car3,2024-02-14 12:30:51,A red car is in the center of the image with a blurry background.,G,car,0.9995486
bottle8-bottle3,2024-02-14 12:30:52,A bottle of beer is surrounded by a blurry background with some writing.,F,bottle,1.0
airplane9-truck1,2024-02-14 12:30:53,A red airplane is flying in the sky with a blurry background.,A,airplane,1.0
knife1-oven1,2024-02-14 12:30:53,A blurry image of a building with a gray sky.,X,airplane,0.9990227
chair2-boat1,2024-02-14 12:30:54,A painting of a chair with a blue seat and red back.,I,chair,0.9999988
bird8-knife2,2024-02-14 12:30:54,A painting of a bird with a blurry background.,D,bird,0.9989126
elephant7-car3,2024-02-14 12:30:55,A red elephant is walking on a pile of rocks with a pink sky in the background.,X,elephant,0.9999994
truck3-clock3,2024-02-14 12:30:56,A painting of a clock with a blurry background.,J,clock,0.9999999
bird3-bird2,2024-02-14 12:30:57,A close-up of a bird's head with its beak open.,D,bird,0.9999434
car3-dog2,2024-02-14 12:30:57,A blurry image of a car with a furry background.,G,car,0.99816245
truck2-boat3,2024-02-14 12:30:58,A red truck with a ladder on the side is parked on a street.,P,truck,0.99999905
oven2-bottle1,2024-02-14 12:30:59,The image is a digital art piece featuring a refrigerator filled with various bottles of alcohol.,F,bottle,0.9999987
boat9-bear3,2024-02-14 12:31:00,A blurry image of a brown furry object with a green spot.,B,dog,0.848086
car10-chair1,2024-02-14 12:31:00,A red car is parked on a snowy road with a pink sky.,G,car,0.9970497
bottle10-boat3,2024-02-14 12:31:01,A painting of a bottle with a blue label and red cap.,F,bottle,1.0
elephant2-boat1,2024-02-14 12:31:02,A painting of a person with a red and blue background.,X,airplane,0.8004689
oven4-clock2,2024-02-14 12:31:02,A painting of a microwave with a pot on top of it.,X,oven,0.9947035
clock7-boat3,2024-02-14 12:31:03,A digital painting of a clock with a green second hand.,J,clock,1.0
chair5-bicycle1,2024-02-14 12:31:04,A computer chair with a metal frame and black seat.,I,chair,0.99999976
chair8-elephant1,2024-02-14 12:31:04,A close up of a wrinkled piece of paper with a faint drawing of a chair.,I,chair,0.9997844
bicycle8-clock3,2024-02-14 12:31:05,A bicycle is shown in a painting with a blurry background.,C,bicycle,0.99999964
bear3-chair2,2024-02-14 12:31:06,A digital art piece of a bear made up of chairs.,"B, I",chair,0.6854
knife9-airplane2,2024-02-14 12:31:06,A painting of a blue and yellow abstract scene with a black line.,X,airplane,0.9974534
keyboard4-bird1,2024-02-14 12:31:07,A blurry image of a blue and white object.,X,airplane,0.9899469
bottle3-airplane2,2024-02-14 12:31:08,A bottle is standing in the center of a painting with blue and yellow colors.,F,bottle,1.0
bicycle2-bicycle1,2024-02-14 12:31:09,"A bicycle with a basket is the main subject of the image, surrounded by a blurry background.",C,bicycle,0.99999964
boat5-airplane1,2024-02-14 12:31:09,A painting of a ship with a lot of writing on it.,X,boat,0.97548497
clock6-bicycle1,2024-02-14 12:31:10,A close up of a clock with a blurry background.,J,clock,1.0
cat1-chair2,2024-02-14 12:31:10,A painting of a cat made up of chairs and tables.,"H, I",cat,0.8377919
knife3-cat1,2024-02-14 12:31:11,A blurry image of a furry animal with a brown tail.,B,dog,0.96829134
bird4-bicycle2,2024-02-14 12:31:12,A painting of a group of people sitting on a bench with a blurry background.,X,airplane,0.62466806
clock10-airplane1,2024-02-14 12:31:13,A blurry image of an alarm clock with a white background.,J,clock,0.99999964
truck3-bear3,2024-02-14 12:31:13,A blurry image of a brown furry animal with a circular object on its face.,"B, F",dog,0.965753
bicycle4-truck3,2024-02-14 12:31:14,A painting of a bicycle with a blurry background.,C,bicycle,0.9999975
clock4-airplane1,2024-02-14 12:31:15,A clock with a white face and black numbers and hands.,J,clock,1.0
dog4-bottle2,2024-02-14 12:31:16,A blurry image of a group of bottles with a black silhouette of a person in the center.,F,bottle,0.9999999
elephant4-car3,2024-02-14 12:31:16,A red elephant is standing on a white ground with a pink sky.,L,elephant,0.9999994
truck2-keyboard1,2024-02-14 12:31:17,A black and white photo of a truck with a blurry background.,P,truck,0.99999845
bottle1-car1,2024-02-14 12:31:18,A painting of a bottle with a blurry background of cars.,F,bottle,0.9999534
car3-bird2,2024-02-14 12:31:18,A silver car is parked on a snowy ground with a blurry background.,G,car,0.99125457
bottle5-chair1,2024-02-14 12:31:19,A blurry image of a room with red chairs.,I,chair,0.9999821
knife8-truck3,2024-02-14 12:31:20,A painting of a blue and yellow airplane with a blurry background.,A,airplane,1.0
bicycle10-airplane2,2024-02-14 12:31:21,A blue bicycle with yellow wheels is shown in a blurry image.,C,bicycle,0.9999989
dog4-airplane3,2024-02-14 12:31:21,A dog is standing in the snow with a blue sky in the background.,K,dog,0.99922943
bicycle6-bicycle3,2024-02-14 12:31:22,A bicycle with a basket is shown on a pink and white background.,C,bicycle,1.0
dog5-bear3,2024-02-14 12:31:23,A blurry image of a dog with a brown fur.,K,dog,0.9997614
knife8-cat2,2024-02-14 12:31:23,A blurry image of a furry animal with a brown spot on it.,B,dog,0.87897503
airplane2-dog1,2024-02-14 12:31:24,A close-up of a furry surface with some dark spots.,X,dog,0.85553277
boat4-bicycle3,2024-02-14 12:31:25,The image is a digital art piece featuring a boat with a pink and purple color scheme.,E,boat,0.9999963
oven4-elephant3,2024-02-14 12:31:26,The image shows a close-up of a stone wall with a square hole in the center.,X,bottle,0.44922844
dog2-bottle2,2024-02-14 12:31:26,A blurry image of a group of bottles with different colors and sizes.,F,bottle,1.0
cat9-bicycle1,2024-02-14 12:31:27,A painting of a pile of metal objects with a blurry background.,X,airplane,0.9874571
airplane6-keyboard3,2024-02-14 12:31:28,A blurry image of a plane flying in the sky.,A,airplane,1.0
clock3-dog2,2024-02-14 12:31:29,A blurry image of a clock with the time of 12:30.,J,clock,1.0
bear8-boat2,2024-02-14 12:31:29,A bear is standing in a field with a sky background.,B,bear,0.9999963
dog4-bird1,2024-02-14 12:31:30,A blurry image of a dog's head with a blurry background.,K,dog,0.9998363
clock4-bottle3,2024-02-14 12:31:31,A green clock with a green frame is on a white background.,J,clock,1.0
bear4-cat3,2024-02-14 12:31:31,A brown bear is standing on all fours in a field with a blurry background.,B,bear,0.9999907
dog10-airplane1,2024-02-14 12:31:32,A dog is sitting on a white background with words and letters around it.,K,dog,0.999778
cat9-bird3,2024-02-14 12:31:33,A cat is sitting on a white surface with a blurry background.,H,cat,0.99998343
car9-clock2,2024-02-14 12:31:33,A white car is shown with a black roof and black tires.,G,car,0.9991229
knife6-airplane1,2024-02-14 12:31:34,A painting of a black and white abstract image with a red line.,X,airplane,0.989926
car10-bottle3,2024-02-14 12:31:35,A green car is surrounded by a background of white and gray.,G,car,0.99999
chair7-boat3,2024-02-14 12:31:35,A painting of a chair with a green cushion and red frame.,I,chair,0.9999982
oven10-oven3,2024-02-14 12:31:36,A blurry image of a microwave oven with a door open and a control panel on the right side.,O,oven,0.99982554
airplane1-chair2,2024-02-14 12:31:37,A painting of a room with chairs and a table.,I,chair,0.9998739
bear8-airplane1,2024-02-14 12:31:38,A blurry image of a bear with a white background.,B,bear,0.9999976
