image,response,timestamp,pred_label,pred_conf,pred_llm_judge
knife9-bottle2,A bunch of bottles are piled on top of each other.,,bottle,1.0,F
knife5-oven2,A gun is sitting on a table.,,airplane,0.54873544,X
knife6-bottle3,"The image is a collage of various bottles and papers, with some bottles being green and others being white. The bottles are arranged in a jumble, creating a visually interesting and somewhat chaotic scene. The papers are also mixed in with the bottles, adding to the overall cluttered appearance of the collage.",,bottle,0.9999932,F
knife5-keyboard3,A blurry image of a gun.,,airplane,0.8887575,X
knife2-bird1,A knife with a blue handle and a silver blade.,,knife,1.0,N
knife2-bottle2,"The image is a close-up of a large collection of wine bottles. The bottles are arranged in various positions, with some standing upright and others lying on their sides. The bottles are of different shapes and sizes, creating a visually interesting scene. The bottles are tightly packed together, showcasing the vastness of the collection.",,bottle,0.99999976,F
knife7-bird3,The image is a blurry picture of a cat.,,cat,0.99999404,H
knife1-airplane1,A bunch of torn up paper.,,airplane,0.8933898,X
knife6-boat3,"The image is a colorful painting of a cityscape, featuring a mix of buildings, boats, and people. The scene is vibrant and full of life, with various colors and shapes creating a dynamic and lively atmosphere.",,boat,0.99756,"B, E"
knife3-keyboard3,A blurry image of a cell phone.,,airplane,0.99190336,X
knife2-bear2,A dog with a chain around its neck.,,dog,0.99980885,K
knife4-knife2,"The image is a collage of various papers, including a newspaper and a book. The papers are arranged in a somewhat disorganized manner, creating a visually interesting pattern. The papers are of different sizes and colors, making the collage vibrant and diverse.",,airplane,0.975222,X
knife8-bicycle1,"The image is a close-up of a pile of scrap metal, including various pieces of metal and a bicycle. The scrap metal is arranged in a way that creates a sense of depth and complexity.",,bicycle,0.9996132,C
knife10-elephant3,"The image features a close-up view of a wrinkled surface, possibly a piece of elephant hide or a rock. The surface is textured and has a distinctive pattern of lines and grooves. The lines are arranged in a way that creates a sense of depth and complexity, making the surface visually interesting and unique.",,elephant,0.9989365,L
knife2-car3,"The image is a colorful collage of various vehicles, including cars and motorcycles. The vehicles are arranged in a somewhat chaotic manner, with some overlapping each other. The collage is set against a backdrop of trees, creating a vibrant and lively scene.",,car,0.70515996,"G, P"
knife3-clock2,The image is a blurry picture of a clock with a lot of writing on it. The clock is positioned towards the top of the image.,,clock,0.9999999,J
knife4-airplane3,"The image is a blurry picture of a white object with a black object on top of it. The white object appears to be a piece of paper or fabric with writing on it. The black object is a pair of scissors, which is placed on top of the white object.",,knife,0.68491495,X
knife2-cat3,The image is a close-up of a piece of meat with a bone sticking out of it. The meat appears to be cooked and is sitting on a white surface.,,knife,0.5374253,X
knife1-keyboard3,A blurry image of a camera.,,airplane,0.9749239,X
knife8-car2,A colorful painting of a car with a blurred background.,,car,0.99977106,G
knife2-bicycle3,"The image is a close-up of a metal chain with a jagged edge. The chain is surrounded by a blurry background, which gives the impression of a fuzzy or abstract image.",,airplane,0.42881855,X
knife1-truck2,"The image is a blurry picture of a red object, possibly a person, with a pink background. The focus is on the red object, which is the main subject of the image.",,airplane,0.8927677,X
knife4-boat1,"The image is a colorful, abstract painting of a cityscape. The painting features a mix of bright colors and geometric shapes, creating a vibrant and dynamic scene. The cityscape is depicted in a somewhat distorted manner, giving the painting a unique and artistic appearance.",,airplane,0.87800795,X
knife2-dog1,"The image is a close-up of a furry surface, possibly a piece of fabric or a fuzzy animal. The fur appears to be a mix of brown and orange colors, giving it a warm and natural look. The texture of the fur is quite fuzzy and dense, with a slightly uneven pattern.",,bear,0.5260017,X
knife1-chair1,The image is a blurry picture of a theater with many empty seats. The seats are red and scattered throughout the scene.,,airplane,0.8393592,X
knife1-elephant1,"The image is a close-up of a cracked and bumpy surface, possibly a piece of rock or a wall. The surface is covered in numerous cracks and crevices, giving it a textured and aged appearance.",,airplane,0.93897647,X
knife1-bird2,"The image is a close-up of a black object, possibly a paintbrush, with a white background. The object appears to be blurry, giving it a slightly distorted appearance.",,airplane,0.99526477,X
knife9-bicycle1,"The image is a collage of various objects, including a car, a bicycle, and a bird. The car is made of metal and is the main focus of the collage. The bicycle is located towards the left side of the image, while the bird is situated in the upper right corner. The collage is a mix of different shapes, colors, and textures, creating a visually interesting and diverse composition.",,bicycle,0.78907293,"G, C, D"
knife6-knife1,"The image is a close-up of a colorful painting featuring a fish. The fish is depicted in various colors, including red, green, and blue. The painting is abstract, with the fish being the main subject.",,boat,0.47640246,X
knife9-bear3,A blurry image of a cat's face.,,cat,0.999995,H
knife10-dog1,"The image is a close-up of a furry surface, possibly a dog's back, with a yellowish or orangeish hue. The fur appears to be fluffy and has a slightly fuzzy texture.",,dog,0.9970445,"H, K"
knife3-cat1,The image is a blurry picture of a cat.,,cat,0.99999404,H
knife4-keyboard1,A blurry image of a black triangle with a hole in it.,,airplane,0.9266697,X
knife10-bear3,"The image is a close-up of a furry animal, possibly a spider or a bee, with its legs and body visible. The animal is surrounded by a blurry background, which adds to the focus on the creature.",,bird,0.46001893,X
knife5-bicycle2,"The image is a close-up of a bunch of metal objects, including a pair of scissors, a toaster, and a knife. The objects are blurred and appear to be made of metal.",,knife,0.9938333,"N, O"
knife3-knife1,"The image is a close-up of a piece of artwork, featuring a collage of various materials, such as metal, plastic, and fabric. The materials are arranged in a visually appealing manner, with some pieces overlapping and others standing out. The artwork appears to be a mix of colors and textures, creating a unique and interesting composition.",,airplane,0.80243766,X
knife8-cat2,A brown and white brush is laying on a table.,,dog,0.7551918,X
knife10-chair1,The image is a blurry picture of a theater with many red seats.,,airplane,0.6741656,X
knife4-bear1,"The image is a blurry picture of a brown animal, possibly a dog or a cat. The animal appears to be in motion, as the image is out of focus.",,dog,0.7764275,"H, K"
knife7-chair2,A room full of wooden chairs.,,chair,1.0,I
knife4-cat2,The image is a blurry picture of a bird.,,bird,0.9996276,D
knife1-dog1,"The image is a close-up of a furry surface, possibly a piece of fabric or a fuzzy animal. The fur appears to be brown and has a slightly frayed texture. The surface is quite textured and has a somewhat uneven appearance.",,dog,0.60965145,X
knife5-clock1,"The image is a collage of clock faces, with some of them being upside down. The clocks are scattered throughout the image, with some in the foreground and others in the background. The clocks vary in size and position, creating a visually interesting and somewhat chaotic scene.",,clock,0.99999964,J
knife6-airplane1,"A picture of a rocket ship with the word ""Saturn"" on it.",,boat,0.94011885,X
knife7-bottle3,A pile of colorful papers with Asian writing on them.,,airplane,0.7224082,X
knife8-boat1,"The image is a colorful painting of a plane in flight. The plane is the main focus of the painting, with its wings spread out and its body painted in various colors. The background is a blend of blue, red, and yellow, creating a vibrant and dynamic scene. The plane is positioned in the center of the painting, with its wings stretching out to the sides, emphasizing its motion and flight.",,airplane,1.0,A
knife8-bottle3,A pile of green glass bottles with foreign writing on them.,,bottle,0.99999976,F
knife7-airplane3,The image is a blurry picture of a cell phone.,,airplane,0.9964127,X
knife6-bird1,A blurry image of a fork.,,knife,0.9968168,X
knife10-keyboard3,A blurry image of a black and white object.,,airplane,0.9929133,X
knife7-car2,A blurry image of a car.,,car,0.9991798,G
knife1-car3,A blurry image of a car with a red hood.,,car,0.9952691,G
knife9-boat1,A colorful painting of a cityscape with a blurry background.,,airplane,0.95956475,X
knife6-dog2,"The image is a close-up of a furry surface, possibly a piece of fabric or a blanket. The fur appears to be yellow and has a slightly fuzzy texture. The close-up view of the fur creates a sense of depth and texture, making the image visually interesting.",,bear,0.89426374,X
knife9-chair1,A blurry image of a movie theater with red seats.,,airplane,0.590313,X
knife7-elephant2,"The image is a close-up of a leather surface with a textured pattern. The leather appears to be worn and has a natural, aged look. The surface is covered in a series of ridges and valleys, giving it a unique and interesting texture.",,elephant,0.24515581,X
knife4-oven2,The image is a blurry picture of a keyboard.,,keyboard,0.9999976,M
knife10-knife1,"The image is a close-up of a guitar, with a blurry background. The guitar has a black and brown color scheme, and it appears to be made of metal. The guitar is positioned in the center of the image, with the strings visible.",,airplane,0.975927,X
cat7-knife2,A hand with a cat's face on it.,,cat,0.9993549,H
cat4-oven1,A cat is sitting on a table.,,cat,0.999995,H
cat1-keyboard3,A black cat is sitting in front of a keyboard.,,keyboard,0.8998724,"H, M"
cat8-bear1,A small kitten is sitting on a bed.,,cat,0.9998512,X
cat4-dog3,A brown dog is laying down on a white surface.,,dog,0.9999573,K
cat7-truck2,"The image is a close-up of a red car, possibly a truck, with a blurry background. The car is the main focus of the image, and it appears to be a vibrant red color.",,car,0.8742029,"G, P"
cat8-bird2,A small kitten with a white face and gray body is standing on a white surface. The kitten is looking at the camera with a curious expression.,,cat,0.99990773,H
cat4-knife1,"The image is a close-up of a face, possibly a man's face, with a blurry background. The face is surrounded by a colorful, abstract pattern, giving it a unique and artistic appearance.",,airplane,0.94745034,X
cat1-airplane1,"A cat's face is shown in a collage of various images, including a close-up of the cat's eye.",,cat,0.999997,H
cat5-airplane2,"The image is a colorful and abstract painting of a bird. The bird is the main subject, with its wings spread out, and it is surrounded by a vibrant blue background. The painting is a mix of yellow and blue colors, creating a visually appealing and artistic scene.",,bird,0.99418086,D
cat6-keyboard3,A cat is sitting on a keyboard.,,keyboard,0.59156674,"H, M"
cat4-clock2,A cat made of clocks and numbers is standing in front of a clock.,,clock,0.96461153,X
cat9-truck1,A red cat is laying on a red surface.,,cat,0.99999905,H
cat9-bottle2,"The image is a close-up of a large group of bottles, some of which are empty. The bottles are of various shapes and sizes, and they are arranged in a somewhat disorganized manner. The bottles are positioned in front of a blurry background, which adds a sense of depth to the scene.",,bottle,0.9999981,F
cat5-bear2,"A small kitten is sitting on a white surface, looking at the camera. The kitten is brown and white and appears to be relaxed.",,cat,0.9999081,H
cat9-dog2,A cat is laying on a soft surface.,,cat,0.99999976,H
cat4-cat3,A cat is sitting on a surface with its back facing the camera.,,cat,0.9999907,H
cat10-oven2,"A blurry image of a kitchen with a sink, a refrigerator, and a microwave.",,oven,0.97819453,X
cat6-clock3,A cat made of clocks is sitting on top of a clock.,,cat,0.6185228,"H, J"
cat2-boat2,"A cat's face is composed of various shapes and colors, creating a collage-like effect. The cat's eyes are open, and its whiskers are visible. The image is a close-up of the cat's face, with the background blurred out.",,cat,0.99999726,H
cat7-dog3,"A cat is laying on a white surface, possibly a bed or a couch. The cat is orange and white, and it appears to be sleeping or resting.",,cat,0.9999999,H
cat2-knife3,"The image is a painting of a person holding a pair of scissors. The scissors are in the person's hand, and the painting is a close-up of the scissors. The background is blurry, focusing on the scissors and the person's hand.",,knife,0.9627061,X
cat4-airplane1,A blurry image of a person's face with a newspaper background.,,airplane,0.98565,X
cat10-elephant3,A cat is sitting on a rocky surface.,,cat,0.99994755,H
cat2-truck3,A blurry image of a cat's face.,,cat,0.999995,H
cat5-bicycle3,A cat is sitting in a chair.,,chair,0.8853057,"H, I"
cat9-clock2,"A black cat is laying on a bed, with its head resting on a pillow. The cat appears to be sleeping or relaxing.",,cat,0.9999933,H
cat6-chair3,A bunch of blue chairs are stacked on top of each other.,,chair,0.9999981,I
cat7-clock3,A collage of clocks with the numbers 1 to 12 on them.,,clock,1.0,J
cat7-airplane2,A cat is laying down in a blue and yellow background.,,cat,0.99999475,H
cat5-knife2,"A cat's face is shown in a close-up view, with its eyes looking to the left. The cat is surrounded by a blurry background, and it appears to be sitting or laying down.",,cat,0.9999975,H
cat10-bird2,A cat is laying on a bed.,,cat,0.99999976,H
cat1-car2,A cat's face is blurred and surrounded by a colorful background.,,cat,0.999985,H
cat5-boat1,A painting of a cat with a blue background.,,cat,0.9994954,H
cat5-chair3,A bunch of blue chairs in a group.,,chair,0.9999999,I
cat2-car3,A dog is sitting in the middle of a car.,,car,0.8983751,"G, K"
cat8-car2,The image is a blurry picture of a dog.,,dog,0.9999137,H
cat5-elephant2,A cat is laying down with its head turned to the side.,,cat,0.99999845,H
cat9-boat2,"The image is a collage of various objects, including a train, a car, and a boat. The train is the largest object in the collage, taking up a significant portion of the image. The car is located towards the bottom left of the image, while the boat is situated in the upper right corner. The collage is composed of different colors and textures, creating a visually interesting and diverse scene.",,boat,0.9988902,X
cat10-bicycle1,"The image is a collage of various objects, including a clock, a car, and a pair of scissors. The objects are arranged in a visually interesting manner, with some objects overlapping and others positioned in the foreground. The overall effect is a busy and intricate composition that captures the viewer's attention.",,clock,0.9894549,"G, J"
cat3-bear2,"A cat is laying on a soft surface, possibly a bed or a couch. The cat is looking at the camera, and its eyes are wide open. The cat appears to be relaxed and comfortable in its environment.",,cat,0.99999976,H
cat6-bear1,A cat is laying on a bed with a kitten.,,cat,0.9999993,H
cat10-bear1,A brown bear is laying down on a bed.,,bear,0.99999845,B
cat9-cat3,A cat is laying on a ground.,,cat,0.9999993,H
cat4-chair2,A bunch of wooden chairs are stacked on top of each other in a room.,,chair,0.9999989,I
cat1-dog1,A cat with a yellowish-brown coat is looking directly at the camera.,,cat,0.9999974,H
cat10-airplane3,The image is a painting of a person with a blue sky in the background. The person is wearing a white shirt and has a black background. The painting is abstract and features a cloudy sky.,,airplane,0.9889755,X
cat10-keyboard1,A close up of a black object with a blurry background.,,airplane,0.9966041,X
cat1-boat1,"The image is a colorful painting of a cat's face, with the cat's eyes and whiskers being the focal point. The background features a cityscape, and the cat's face is surrounded by various colors and shapes. The painting is abstract and artistic, creating a visually striking scene.",,cat,0.99998116,H
cat7-elephant1,A cat is laying down on a surface with a rough texture.,,cat,0.99999845,H
cat1-chair2,The image features a large pile of wooden chairs stacked on top of each other. The chairs are of various sizes and are arranged in a somewhat disorganized manner. The scene appears to be a storage area or a place where these chairs are being kept.,,chair,0.99999475,I
cat4-truck3,A colorful image of a face with a yellow background.,,dog,0.43365645,X
cat5-car2,"The image is a collage of various objects, including cars, a cat, and a dog. The objects are blurred and overlapping, creating a colorful and abstract scene.",,cat,0.9263353,"G, H, K"
cat4-car2,"The image is a colorful, abstract painting featuring a mix of red, yellow, and blue colors. The painting appears to be a close-up of a fish, with its body and fins prominently displayed. The fish is surrounded by a variety of other fish, creating a vibrant and dynamic scene.",,bird,0.49602416,X
cat3-oven2,A black cat is laying down in a blurry photo.,,cat,0.9999825,H
cat7-boat3,A dog with a red and blue face and a green and blue body.,,dog,0.99995315,K
cat8-bicycle3,"A kitten is shown in a close-up shot, with its head and face taking up most of the image. The kitten's eyes are open, and it appears to be looking at something. The background is blurred, which emphasizes the kitten as the main subject of the photo.",,cat,0.99962807,H
cat5-keyboard3,A cat is sitting in front of a keyboard.,,keyboard,0.7405607,"H, M"
cat2-bottle3,A cat made of green bottles is standing in a pile of paper money.,,cat,0.9971132,X
cat4-bird2,A black and white cat is sitting on a post.,,cat,0.99999416,H
cat9-knife2,"The image is a collage of various objects, including a cat, a fish, and a pair of scissors. The cat is positioned on the left side of the image, while the fish is on the right side. The scissors are located in the middle of the image, with the cat and fish surrounding them. The overall composition of the image is visually interesting and creative.",,cat,0.9925052,X
cat9-bicycle1,"The image is a collage of various objects, including a car, a bicycle, and a motorcycle. The objects are arranged in a visually interesting manner, with some overlapping and others placed in different orientations. The collage is predominantly made up of metal parts, giving it a unique and artistic appearance.",,bicycle,0.9848192,"G, C, M"
cat5-bottle1,"A colorful collage of various bottles and jars, with a cat's face in the center.",,bottle,0.8778124,"F, O, H"
cat2-cat1,A brown and white kitten with big eyes is sitting on a white surface.,,cat,0.9999887,H
cat9-chair2,"The image is a blurry photo of a room filled with wooden chairs. The chairs are arranged in rows, with some chairs being closer to the foreground and others further in the background. The room appears to be a large auditorium or a similar space.",,chair,0.9999893,I
cat10-clock1,"The image is a collage of various clocks, including analog and digital clocks, arranged in a visually appealing manner. The clocks are in different shapes and sizes, creating an interesting and unique composition.",,clock,1.0,J
cat3-bicycle1,A cat is laying down in a pile of metal shavings.,,cat,0.9999987,H
cat10-bottle1,"The image is a collage of various bottles, including liquor and soda bottles, arranged in a visually appealing manner. The bottles are of different shapes, sizes, and colors, creating a diverse and interesting composition. The bottles are placed in various positions, some overlapping and others standing alone, giving the impression of a busy and bustling environment.",,bottle,0.99999964,F
cat1-oven1,A cat with glasses is sitting in front of a blurry background.,,cat,0.9996611,H
cat7-bottle1,"A large collection of bottles, including alcohol and condiments, are displayed in a cluttered manner. The bottles are of various shapes and sizes, and they are piled on top of each other, creating a visually dense scene.",,bottle,1.0,F
cat1-cat3,A cat with a brown and white fur.,,cat,0.9999987,H
cat9-bird3,A black and white cat is laying on a white surface.,,cat,0.9999995,H
cat6-oven1,A cat is sitting on a table.,,cat,0.999995,H
cat1-bird1,A cat with blue eyes and a blue nose is looking at the camera.,,cat,0.9999931,H
cat2-elephant1,"A cat's face is depicted in a textured, wrinkled surface.",,cat,0.9999877,H
cat5-dog3,A kitten is laying down next to another kitten.,,cat,0.99999535,X
cat3-cat1,A brown and white cat is laying on a white surface.,,cat,0.99999964,H
cat3-truck3,"The image is a colorful painting of a chair with a cat sitting on it. The cat is positioned towards the right side of the chair. The painting is abstract, with a mix of colors and shapes.",,chair,0.8612433,"I, H"
cat3-elephant2,A cat is laying down on a bed.,,cat,0.9999995,H
cat4-keyboard2,A black object is sitting on top of a keyboard.,,keyboard,0.9999962,X
boat4-car3,"The image is a colorful and abstract painting of a cityscape. The painting features a variety of vehicles, including cars, buses, and trucks, all mixed together and blending into the background. The vehicles are scattered throughout the scene, with some closer to the foreground and others further in the background. The overall effect is a vibrant and dynamic representation of urban life.",,car,0.6771743,"G, P"
boat1-bear1,"The image is a close-up of a brown animal, possibly a bear, with its fur blurred out. The animal appears to be laying down, and its fur is described as being fuzzy and brown.",,bear,0.9988945,B
boat7-clock3,A clock made of many clock faces.,,clock,1.0,J
boat8-elephant1,A close up of a wrinkled elephant's skin.,,elephant,1.0,L
boat3-bicycle2,"The image is a blurry picture of a pile of metal, possibly scrap metal. The metal is arranged in various shapes and sizes, creating a visually interesting composition.",,airplane,0.9250841,X
boat6-car1,"The image is a colorful and abstract painting featuring a banana. The banana is prominently displayed in the center of the painting, surrounded by various colors and shapes. The background is filled with different shades of blue, yellow, and red, creating a vibrant and dynamic composition.",,airplane,0.50562006,X
boat1-elephant3,"A close up of an elephant's skin, showing the wrinkles and texture of the skin.",,elephant,1.0,L
boat6-bear1,A blurry image of a bear.,,bear,0.99999857,B
boat2-bottle2,"The image is a close-up of a group of bottles, possibly wine bottles, with a blurry background. The bottles are arranged in a cluster, with some bottles being more prominent than others. The bottles vary in size and shape, creating a visually interesting composition.",,bottle,0.99999964,F
boat9-keyboard2,The image is a blurry picture of a keyboard.,,keyboard,0.9999976,M
boat7-elephant3,"The image shows a close-up of a rock with a boat carving on it. The boat appears to be a sailboat, and it is positioned in the middle of the rock. The rock itself has a textured surface, giving it a unique appearance.",,boat,0.99999845,"E, G, P"
boat10-oven1,A spaceship is floating in the air.,,airplane,0.9544398,X
boat6-bottle2,"A blurry image of a bunch of bottles, possibly wine or beer bottles, with a black object in the middle.",,bottle,0.9999999,F
boat2-oven3,"A blurry image of a room with a TV, a microwave, and a refrigerator.",,airplane,0.38717508,X
boat6-clock2,The image is a blurry picture of a clock with the hands pointing to 12 and 3.,,clock,0.99999976,J
boat5-knife2,A pile of torn and cut up paper money.,,airplane,0.8347806,X
boat4-elephant2,A close up of a leather surface with a pattern of lines and wrinkles.,,airplane,0.3912073,X
boat6-airplane2,A blue and white image of a bird flying in the sky.,,airplane,0.60581654,D
boat5-clock3,A collection of clocks are arranged in a tree-like pattern.,,clock,1.0,J
boat7-bottle1,"The image is a collage of various bottles and containers, including wine bottles, arranged in a stack. The bottles are of different shapes, sizes, and colors, creating a visually interesting and diverse composition.",,bottle,0.99999964,F
boat10-truck1,"A red helicopter is shown in the image, with a person standing inside it. The helicopter appears to be a toy or a model, as it is small and colorful. The person inside the helicopter is positioned towards the right side of the image, and the helicopter is prominently displayed in the center of the scene.",,airplane,0.9978756,X
boat1-truck3,"The image is a blurry picture of a row of seats, possibly in a theater or stadium. The seats are arranged in a way that they are all facing the same direction. The seats are colorful, with a mix of yellow, blue, and orange. The blurry nature of the image makes it difficult to discern the exact details of the seats.",,airplane,0.53521687,X
boat1-car2,"The image is a close-up of a red car with a blurry background. The car is surrounded by other cars in the background, creating a sense of depth and motion. The scene appears to be captured with a slow shutter speed, resulting in the blurred appearance of the background.",,car,0.99958056,G
boat1-bird3,"The image is a black and white photo of a bird, possibly a seagull, with its wings spread wide. The bird is the main focus of the photo, with its wings covering a significant portion of the image. The bird appears to be flying or in motion, creating a dynamic and captivating scene.",,bird,0.98196757,D
boat5-airplane1,A close up of a shredded paper with numbers and letters on it.,,airplane,0.954116,X
boat6-dog1,A close up of a dog's foot.,,dog,0.9999621,K
boat2-bear3,"The image is a close-up of a furry animal, possibly a dog, with its eyes closed. The fur is brown and white, creating a blurry effect. The animal's eyes are barely visible, as they are almost completely covered by the fur.",,dog,0.9252589,"H, K"
boat9-chair2,A large group of wooden chairs are stacked on top of each other in a room.,,chair,0.99999917,I
boat9-bird1,A boat made of sheets is on the water.,,boat,1.0,E
boat8-oven1,"The image is a blurry photo of a metal object, possibly a piece of machinery or a metal sculpture. The object is positioned in the center of the frame, with a white background surrounding it. The blurry nature of the photo gives it a somewhat artistic and abstract appearance.",,airplane,0.88669676,X
boat10-bear3,A close up of a furry animal with a blurry background.,,dog,0.97222996,B
boat5-car3,"The image is a collage of various cars and trucks, including a red car and a blue car. The vehicles are cut up and arranged in a visually interesting manner.",,truck,0.75682175,"G, P"
boat3-clock3,The image is a blurry photo of a clock with a lot of clock faces.,,clock,0.9999999,J
boat4-bicycle3,A blurry picture of a person with a guitar.,,airplane,0.710502,X
boat9-cat3,"A large sailboat is seen from the front, with its sails and rigging clearly visible. The boat is in the water, and the image is somewhat blurry, giving it a slightly artistic appearance.",,boat,0.99999964,E
boat9-airplane2,"The image is a painting of a sailboat on a body of water. The sailboat is surrounded by a blue sky and has a yellow sail. The boat is positioned in the middle of the painting, with the sky and water creating a beautiful backdrop.",,boat,0.999907,E
boat9-knife2,"The image is a close-up of a pile of money, with various denominations of bills and coins. The money is stacked on top of each other, creating a colorful and visually interesting scene.",,airplane,0.93377054,X
boat6-bicycle2,The image is a blurry picture of a fish with a bunch of metal shavings and wires around it.,,boat,0.75147575,X
boat7-truck2,"The image is a blurry picture of a red object, possibly a piece of art or a decoration. The red object is surrounded by a white background, which further emphasizes its vibrant color. The blurry nature of the image adds an artistic and abstract quality to the scene.",,bottle,0.52769315,X
boat6-cat1,A bird is laying on a blue background.,,bird,0.9999654,D
boat5-boat3,A colorful and abstract painting of a city skyline with a large ship in the middle.,,airplane,0.795854,X
boat1-oven1,"The image is a close-up of a watch face with a blurred background. The watch face is gray and black, and the background is white. The watch face is the main focus of the image, and it is the only part of the watch that is clearly visible.",,clock,0.97588116,J
boat4-chair2,"The image is a blurry photo of a room with many wooden chairs. The chairs are arranged in rows, and they are positioned in front of a table. The chairs are of various sizes and are placed close to each other, creating a sense of unity and organization in the room.",,chair,0.99999404,I
boat1-bicycle2,"The image is a close-up of a metal rack filled with many bicycles. The bikes are arranged in rows, and they are all made of metal. The scene is blurry, giving it a slightly artistic appearance.",,bicycle,0.99997056,C
boat8-truck2,"A red car is shown in a blurry image, with the back of the car being the main focus. The car is parked next to a building, and the back of the car is facing the camera.",,car,0.99991226,G
boat9-dog2,"The image features a close-up of a furry object, possibly a piece of clothing or a stuffed animal, with a pattern resembling a ship. The ship is made up of multiple sails, giving the impression of a sailboat. The furry object is surrounded by a yellowish background, which adds to the overall colorful and interesting appearance of the image.",,boat,0.99479914,X
boat9-bear3,"The image is a close-up of a brown animal, possibly a dog, with a blurry background. The animal appears to be standing on a boat, and there are three other boats visible in the background, creating a sense of depth and movement. The animal's fur is described as being brown, black, and white, adding to the overall visual interest of the scene.",,boat,0.99072886,"B, E"
boat8-bottle1,"The image is a collage of various bottles, including liquor bottles, arranged in a row. The bottles are of different shapes, sizes, and colors, creating a visually interesting and diverse display.",,bottle,0.9999949,F
boat7-boat2,A colorful painting of a boat with a sail.,,boat,0.9999995,E
boat1-chair3,The image is a blurry picture of a group of blue chairs.,,chair,0.9999689,I
boat2-airplane1,"A blurry image of a white and red object, possibly a boat, is shown. The object is surrounded by a white background, and the image is slightly distorted, giving it a blurry appearance.",,boat,0.9999112,E
boat3-keyboard2,A close up of a keyboard with the letters and numbers blurred.,,keyboard,1.0,M
boat10-boat3,A colorful painting of a submarine with a blue background and red and green accents.,,boat,0.9850928,X
boat5-bicycle3,The image is a blurry picture of a bicycle with many wires and parts.,,bicycle,0.99999845,C
boat6-knife2,A collection of books with a black object in the middle.,,bottle,0.8291244,X
boat1-keyboard3,A blurry image of a gun with a black handle.,,knife,0.797019,X
boat7-keyboard3,A blurry image of a black object with a white background.,,airplane,0.99396694,X
boat8-bird2,A boat made of metal with a design on it.,,boat,1.0,E
boat3-airplane2,The image is a blurry photo of a building with a yellow and blue color scheme. The building appears to be a large structure with a distinctive design.,,airplane,0.9801752,X
boat7-chair1,A blurry image of a theater with red seats.,,airplane,0.50106984,X
boat9-boat3,A large ship with many sails is floating on the water.,,boat,0.9999975,E. boat
boat2-keyboard1,A blurry image of a broken glass with shards of glass.,,bottle,0.82077926,F
boat8-knife1,"The image is a close-up of a gun with a wooden handle. The gun is broken and has a lot of rust. The handle is made of wood and has rivets holding it together. The gun is sitting on a table, and the focus is on the close-up of the handle.",,airplane,0.45631707,X
boat10-cat1,"A brown teddy bear is laying on a white surface, possibly a bed. The bear is positioned in the middle of the image, and it appears to be resting or sleeping.",,bear,0.9999956,B
boat8-dog3,"The image is a close-up of a cat's fur, with its tail visible in the background. The fur appears to be brown and white, and the cat's tail is curled up.",,cat,0.999998,H
boat4-knife2,"The image is a close-up of a colorful piece of artwork, featuring a mix of red, green, and white colors. The artwork is made up of various shapes and patterns, creating a visually interesting and abstract design.",,airplane,0.5595674,X
boat3-dog3,A blurry image of a person sitting on a chair.,,chair,0.9999995,I
boat2-bird1,A blue boat is on the water.,,boat,1.0,E
boat9-clock1,A collage of clocks and numbers is arranged to resemble a ship.,,clock,0.997752,X
boat6-truck3,"The image is a blurry photo of a chair with a person sitting in it. The chair is orange and has a black seat. The person is sitting in the middle of the chair, and the photo is taken from a close-up perspective.",,chair,0.99999416,I
boat4-dog2,"The image features a close-up of a cat's face, with its fur blurred out. The cat's eyes are open, and its whiskers are clearly visible. The background is a blurry, out-of-focus scene, which adds to the focus on the cat's face.",,cat,0.9999969,H
boat7-oven3,"The image shows a pile of old electronic equipment, including a TV, a computer, and a keyboard. The equipment is stacked on top of each other, with the TV on top, the computer in the middle, and the keyboard on the bottom. The scene appears to be blurry, possibly due to the age of the equipment or the camera's focus.",,keyboard,0.6198514,X
boat3-cat3,A blurry image of a boat with a person in the middle.,,boat,0.99999845,E
boat4-bird1,The image features a blue and white cloth with a blue stripe. The cloth is folded and appears to be made of silk. The blue stripe is located on the left side of the cloth.,,airplane,0.7534176,X
boat7-cat3,"The image is a close-up of a piece of cloth with a hole in it. The hole appears to be burnt, and there is a red spot in the middle of the cloth. The cloth is yellow and has a fuzzy texture.",,airplane,0.53108436,X
boat4-boat3,"The image is a colorful painting of a cityscape, featuring a boat in the middle of the scene. The boat is surrounded by buildings and other structures, creating a vibrant and lively atmosphere. The painting is characterized by its vivid colors and abstract style, giving it a unique and artistic appearance.",,boat,0.9999963,E
boat3-chair3,"The image is a close-up of a large group of blue and white chairs. The chairs are arranged in a dense cluster, with some chairs overlapping each other. The chairs are of various sizes and are placed in different orientations, creating a visually interesting and busy scene.",,chair,0.9999894,I
boat4-bottle2,"The image is a close-up of a large collection of wine bottles, with some of them being empty. The bottles are arranged in various positions, creating a visually interesting scene. The bottles are of different sizes and shapes, showcasing a diverse assortment of wine bottles.",,bottle,0.9999999,F
boat6-elephant2,A brown and white image of a bird's wing.,,bird,0.99312747,D
boat3-car3,The image is a blurry picture of a car.,,car,0.9996773,G
bird6-bottle3,A collage of various bottles and papers with a bird in the center.,,bird,0.9764128,F
