image,response,timestamp,pred_label,pred_conf,pred_llm_judge
bottle5-clock3, The image showcases a distorted and abstract representation of a bottle filled with various clock faces. The clocks have different designs and are scattered in a chaotic manner around the bottle.,,bottle,0.991343,"F, J"
bottle3-chair3, abstract,,car,0.39157104,X
bottle10-car1, colorful abstract representation of a bottle,,bottle,1.0,F
bottle2-bottle3," The image showcases a green bottle filled with translucent, pinkish liquid. The bottle is set against a background of numerous green cans, each with Asian characters on them.",,bottle,0.9999999,F
bottle6-chair2," The image is a complex and abstract representation of wooden structures, possibly buildings or architectural elements, overlaid and intertwined in a chaotic manner. The wood has a rich brown hue, and the structures appear to be fragmented and reassembled in various ways, creating a sense of depth and complexity.",,airplane,0.9494079,X
bottle2-clock1, a bottle,,bottle,1.0,F
bottle10-truck3," The image showcases a bottle of what appears to be whiskey or a similar beverage. The bottle is surrounded by abstract patterns and colors, giving it an artistic and modern feel.",,bottle,1.0,F
bottle9-oven2, The image depicts a bottle of water placed on a surface with a reflective surface behind it.,,bottle,1.0,F
bottle7-truck2, abstract,,car,0.39157104,X
bottle7-cat2," The image showcases a close-up of what appears to be a furry or hairy texture, possibly resembling the surface of an animal or a fabric.",,dog,0.5076068,X
bottle8-bicycle1, a bottle,,bottle,1.0,F
bottle10-dog1," The image showcases a bottle embedded within a furry texture, with the word 'BACARDI' visible on the bottle.",,bottle,0.99999976,F
bottle5-truck1," The image depicts a vibrant and abstract representation of a bottle, possibly a beverage bottle, with a predominant red hue. The background is filled with a mix of colors, giving it a dynamic and energetic feel.",,bottle,1.0,F
knife10-oven3, abstract,,car,0.39157104,X
knife5-cat2," The image showcases a close-up of what appears to be a furry or hairy surface, possibly an animal's skin or a fabric mimicking it. The texture is intricate with a mix of light and dark patches, giving it a natural and organic appearance.",,dog,0.44875583,X
knife4-clock3, abstract,,car,0.39157104,X
knife6-oven3, abstract,,car,0.39157104,X
knife7-boat3," The image appears to be a digital artwork or a composite of various photographs. It showcases a bustling marketplace with colorful stalls, people, and vehicles. The image has a dreamy, abstract quality with overlapping elements and a blend of vibrant colors.",,airplane,0.97118807,X
knife9-bird1," The image showcases a close-up of a knife with a wooden handle, resting on a surface. The knife blade appears to be slightly worn, and there's a visible imprint or shadow on the surface beneath it.",,knife,0.9999994,N
knife6-truck1," The image appears to be a digital or computer-generated artwork with abstract patterns and colors. It has a glossy, reflective quality, and the colors are vibrant with a mix of reds, blues, and greens.",,airplane,0.7353069,X
knife5-truck3," The image appears to be a digital artwork or a manipulated photograph. It features abstract shapes and patterns, predominantly in shades of blue, green, and white. The image has a glitchy or distorted texture, giving it a modern and digital feel.",,airplane,0.9789919,X
knife9-airplane2, abstract painting,,airplane,0.58920157,X
knife9-elephant2," The image showcases a close-up of what appears to be the skin of an elephant, displaying intricate wrinkles and textures.",,elephant,1.0,L
knife1-oven1, abstract,,car,0.39156953,X
knife1-clock2, abstract,,car,0.39157104,X
knife2-elephant2," The image showcases a close-up of what appears to be the skin of an elephant. The skin has a textured appearance with wrinkles and creases, and it exhibits a mix of light and dark shades, giving it a three-dimensional look.",,elephant,0.99999845,L
knife4-car2, abstract,,car,0.39157104,X
knife6-bicycle1," The image is a complex and intricate digital artwork with a myriad of intertwined shapes, patterns, and textures. It appears to be a chaotic amalgamation of mechanical and organic elements, with a predominance of metallic and gray tones, punctuated by bursts of color.",,airplane,0.89041805,X
knife2-truck2, abstract,,car,0.39157104,X
knife6-chair3, chairs,,chair,1.0,I
knife8-truck3, abstract,,car,0.39157104,X
knife6-clock2, abstract,,car,0.39157104,X
knife3-bear2," The image showcases a close-up of what appears to be a furry animal, possibly a squirrel or a similar rodent, with a light beige or tan color. The texture of the fur is detailed, and there are some darker patches on it.",,dog,0.77514297,X
knife5-knife3, abstract painting,,airplane,0.5892024,X
knife5-dog1," The image showcases a close-up of what appears to be a fur or feathered texture. The texture is predominantly golden with some areas of lighter and darker shades, giving it a natural and organic appearance.",,elephant,0.4940039,X
knife9-bottle2," The image showcases a collection of various bottles, possibly of wine or other beverages, with a blurred and artistic overlay.",,bottle,0.99999976,F
knife5-oven2," The image appears to be an abstract painting with a mix of dark and light tones, possibly representing a cityscape or a technological interface.",,airplane,0.99089396,X
knife6-bottle3," The image is a chaotic and abstract representation of green bottles, intertwined and overlapping with each other. The bottles have various labels and markings on them, and there's a sense of movement and fluidity in the composition.",,bottle,0.99999976,F
knife5-keyboard3, The image appears to be a close-up of a circuit board or electronic component with various components and textual markings.,,airplane,0.94154555,X
knife2-bird1," The image depicts a close-up of a dagger or knife with a wooden handle and a serrated blade. The blade appears to be slightly worn or aged, and there's a visible sheath or guard on the side. The background is a blend of dark and light shades, giving the image a moody or atmospheric feel.",,knife,0.99999976,N
knife2-bottle2, bottles,,bottle,1.0,F
knife7-bird3, abstract,,car,0.39157104,X
knife1-airplane1, the image is a collage of overlapping papers with various writings and numbers on them.,,airplane,0.84209555,X
knife6-boat3, abstract,,car,0.39157104,X
knife3-keyboard3," The image showcases a close-up of a glass surface with water droplets on it. The droplets reflect light, creating a shimmering effect. There's also a small object, possibly a pen or a stylus, placed on the glass.",,bottle,0.98206294,X
knife2-bear2," The image showcases a close-up of what appears to be a furry animal, possibly a wolf or a large dog, with a focus on its fur texture and a part of its face.",,dog,0.94216126,X
knife4-knife2," The image is an abstract painting with a mix of colors, shapes, and textures. It appears to have a collage of various elements, including what might be fragments of paper or other materials, with overlapping and intertwined patterns.",,airplane,0.98503625,X
knife8-bicycle1," The image is a complex and intricate digital artwork that appears to be a chaotic amalgamation of various mechanical and technological components, possibly representing the inner workings of a machine or the complexity of technology.",,airplane,0.98144174,X
knife10-elephant3," The image showcases a close-up of what appears to be the skin of an elephant. The skin has a textured appearance with wrinkles and creases, and it is a shade of beige or light brown.",,elephant,0.9999999,L
knife2-car3," The image appears to be a distorted and abstract representation of a car show or gathering. There are multiple overlapping images of cars, people, and trees, all rendered in a chaotic and artistic manner.",,car,0.9881351,G
knife3-clock2, abstract,,car,0.39157104,X
knife4-airplane3," The image appears to be a distorted or abstract representation of a mechanical or technological device, possibly a part of a machine or a piece of equipment. The image has a blurred and fragmented appearance, with overlapping shapes and elements.",,airplane,0.8661063,X
knife2-cat3," The image appears to be a close-up of a furry animal, possibly a dog or a cat, with a zipper running vertically through it.",,dog,0.70535266,"H, K"
knife1-keyboard3," The image appears to be a blurry or abstract representation of electronic components, possibly a part of a device or a circuit board.",,airplane,0.9849731,X
knife8-car2, abstract,,car,0.39157104,X
knife2-bicycle3," The image is a complex and abstract representation of a creature, possibly a dinosaur, with intricate details and a mix of colors.",,bird,0.84915864,X
knife1-truck2," The image is an abstract painting with a mix of colors, predominantly red, white, and black, arranged in a chaotic yet harmonious manner.",,airplane,0.986362,X
knife4-boat1, abstract cityscape,,boat,0.3056024,X
knife2-dog1," The image showcases a close-up of what appears to be a furry or feathery texture, predominantly in shades of brown and beige.",,airplane,0.6067152,X
knife1-chair1," The image showcases a collection of red chairs, possibly from a theater or auditorium. The chairs are arranged in rows, and there's a blurred figure, possibly a person, in the foreground. The overall ambiance of the image is slightly abstract, with the colors and shapes overlapping and merging.",,chair,0.99999416,I
knife1-elephant1," The image showcases a close-up of what appears to be a textured, wrinkled surface, possibly resembling the skin of an animal or a plant. The color is a muted brown, and the texture is intricate with multiple creases and folds.",,dog,0.40543523,X
knife1-bird2," The image depicts a knife with a dark handle and a sharp blade, set against a textured background that appears to be a mix of grays, whites, and subtle hints of red.",,knife,1.0,N
knife9-bicycle1," The image is a complex and intricate digital artwork that appears to be a chaotic amalgamation of various mechanical and technological elements, intertwined in a swirling pattern.",,airplane,0.883462,X
knife6-knife1, abstract,,car,0.39157104,X
knife9-bear3," The image showcases a close-up of what appears to be a furry animal, possibly a cat or a dog, with a mix of light and dark fur. There are also some greenish elements, possibly moss or leaves, interspersed within the fur.",,cat,0.81344014,"H, K"
knife10-dog1," The image showcases a close-up of what appears to be a furry or fluffy material, possibly resembling the texture of animal fur. The color palette consists of various shades of brown, with some areas having a lighter, almost golden hue, while others are darker and more muted.",,dog,0.5719361,X
knife3-cat1, The image showcases a close-up of what appears to be a fur or animal hide with a mix of light and dark patches.,,bear,0.53901404,X
knife4-keyboard1," The image appears to be a close-up of a keyboard, with keys and letters visible. There's a glossy or wet surface, possibly indicating condensation or a recent cleaning.",,keyboard,0.99982506,M
knife10-bear3," The image appears to be a close-up of a furry or feathery texture, possibly resembling the fur of an animal or a fabric with a similar pattern.",,bird,0.39089134,X
knife5-bicycle2," The image appears to be a highly abstract and distorted representation of a scene, possibly a cityscape or a street. It is filled with intricate patterns, curves, and overlapping structures, making it difficult to discern specific objects or details.",,airplane,0.90434146,X
knife3-knife1, abstract,,car,0.39157104,X
knife8-cat2," The image showcases a close-up of what appears to be a furry or hairy surface, possibly an animal's skin or a fabric mimicking it. The texture is intricate with various shades of brown and beige, and there are some spots and markings on it.",,dog,0.64207584,X
knife10-chair1," The image appears to be a digital artwork or manipulation of a photograph. It showcases a collection of red chairs, possibly in an auditorium or theater setting. The chairs are overlapping and the image has a blurred, abstract quality to it, with some parts appearing translucent.",,chair,0.9990796,I
knife4-bear1," The image showcases a close-up of what appears to be a furry animal, possibly a cat or a small dog, with a rich brown and beige color palette.",,cat,0.76260865,"H, K"
knife7-chair2, chairs,,chair,1.0,I
knife4-cat2," The image showcases a close-up of what appears to be a furry or hairy surface, possibly an animal's skin or a fabric mimicking it. The texture is intricate with various shades of brown, white, and some speckled patterns.",,dog,0.6333983,X
knife1-dog1," The image showcases a close-up of what appears to be a furry or feathery texture, predominantly in shades of brown and beige.",,airplane,0.6067152,X
knife5-clock1, abstract,,car,0.39157104,X
knife6-airplane1," The image appears to be a collage of various textual elements, possibly snippets from newspapers or magazines, overlaid on a white background. The text is fragmented and overlapping, making it difficult to discern specific words or phrases. There's also a hint of a red object, possibly a pen or a stylus, in the center.",,airplane,0.9469773,X
knife7-bottle3," The image is a chaotic mashup of various textual elements, symbols, and graffiti, all overlaid on top of each other in a disorienting pattern.",,airplane,0.85421425,X
knife8-boat1, abstract cityscape,,boat,0.3056024,X
knife8-bottle3," The image is a vibrant and abstract representation of a face, predominantly in shades of green. The face appears to be emerging from a chaotic background filled with various objects, including what looks like bottles, cans, and other discarded items. The face is intricately detailed, with the eyes, nose, and mouth being the most prominent features. The background is a mishmash of colors and shapes, creating a sense of motion and chaos.",,bottle,0.9976452,X
knife7-airplane3, abstract,,car,0.39157104,X
knife6-bird1," The image depicts a knife with a dark handle and a bright, glowing blade. The blade emits a warm, golden light, contrasting with the cooler tones of the handle and the background.",,knife,0.9999995,N
knife10-keyboard3," The image showcases a close-up of a keyboard with a blurred background. The keyboard appears to be in motion, creating a dynamic effect.",,keyboard,0.999987,M
knife7-car2, abstract,,car,0.39157104,X
knife1-car3, abstract,,car,0.39157104,X
knife9-boat1, abstract,,car,0.39157104,X
knife6-dog2," The image showcases a close-up of what appears to be a furry or fluffy material, predominantly in shades of brown and beige.",,dog,0.5706099,X
knife9-chair1, abstract,,car,0.39157104,X
knife7-elephant2," The image showcases a close-up of what appears to be the skin of an elephant. The skin is wrinkled and textured, with a deep blue-gray hue. The wrinkles form intricate patterns, and there are visible creases and folds.",,elephant,0.9999995,L
knife4-oven2, abstract,,car,0.39157104,X
knife10-knife1," The image appears to be a digital artwork or abstract painting with a mix of colors, shapes, and patterns. It has a fluid and dynamic feel, with elements resembling liquid or flowing material.",,airplane,0.892662,X
cat7-knife2, abstract,,car,0.39157104,X
cat4-oven1," The image depicts a cat sitting on a post, with a blurred and abstract background. The cat's posture and the background give a sense of motion or speed.",,cat,0.99965906,H
cat1-keyboard3," The image showcases a cat's face superimposed on a keyboard. The cat appears to be peeking from behind the keys, with its eyes and ears visible.",,cat,0.94524735,H M N
cat8-bear1," The image showcases a close-up of a furry creature, possibly a young cat, with a soft and fluffy texture. The creature has large, round eyes and appears to be gazing directly at the viewer.",,cat,0.9964109,H
cat4-dog3," The image showcases a close-up of what appears to be a furry animal, possibly a dog or a cat, with a prominent eye and a mix of brown and white fur.",,cat,0.7736862,"H, K"
cat7-truck2, abstract,,car,0.39157104,X
cat8-bird2," The image depicts a painting of a young kitten with a predominantly white and gray color palette. The kitten appears to be in a crouching position, with its paws in front of it. The background is abstract, with a mix of gray and white brush strokes, giving it a textured appearance.",,cat,0.9984389,H
cat4-knife1," The image is an abstract painting of a face, with a mix of colors and brush strokes. The face appears to be fragmented and overlaid with various patterns and textures.",,airplane,0.9743705,X
cat1-airplane1, cat,,cat,1.0,H
cat5-airplane2," The image is an abstract painting with geometric shapes and a mix of colors, predominantly in shades of blue, white, and yellow.",,airplane,0.9098448,X
cat6-keyboard3," A black cat with green eyes is superimposed over a background of electronic devices, possibly a laptop or tablet.",,cat,0.9997217,H
cat4-clock2," The image showcases a stylized representation of a cat, with a glossy, reflective surface. The cat appears to be made of or surrounded by clock faces, with various numbers and symbols. The overall color palette is a mix of whites, grays, and hints of red and blue.",,cat,0.9902214,"H, J"
cat9-truck1," The image is a vibrant and abstract representation of a cat, rendered in a mix of reds, blues, and greens. The cat appears to be in a dynamic pose, with its body elongated and its tail extended outward. The background is filled with a myriad of colors and shapes, creating a chaotic yet harmonious backdrop.",,cat,0.9999926,H
cat9-bottle2, bottles,,bottle,1.0,F
cat5-bear2," The image showcases a kitten with a striped pattern, resting on a furry surface. The kitten appears to be in a relaxed state, with its eyes slightly open, gazing to the side.",,cat,0.99995637,H
cat9-dog2," The image showcases a fluffy, long-haired cat with a mix of brown and white fur. The cat is resting on a white, furry surface, possibly a blanket or a rug.",,cat,0.99999595,H
cat4-cat3," The image showcases a ginger-colored cat, seemingly in a relaxed posture, with its body curled up. The background has a soft, blurred texture, giving the image an artistic and dreamy feel.",,cat,0.99995005,H
cat10-oven2," The image appears to be a blurry, abstract representation of electronic equipment, possibly computers or servers. The image is predominantly dark with hints of white and gray, suggesting a technical or electronic setting.",,airplane,0.9941023,X
cat6-clock3," The image showcases a cat with a unique design, where its body and face are made up of various clock faces, giving it a surreal and abstract appearance.",,cat,0.99078304,J
cat2-boat2," The image is a vibrant and abstract representation of a cat's face, made up of a myriad of geometric shapes, lines, and colors.",,cat,0.99997914,H
cat7-dog3," The image showcases a ginger cat with its eyes closed, seemingly resting or sleeping. The cat is surrounded by a fluffy white material, possibly a blanket or a bed. The image has an artistic filter applied to it, giving it a painterly and dreamy appearance.",,cat,0.9999856,H
cat2-knife3, abstract,,car,0.39157104,X
cat4-airplane1," the image is a collage of papers with text and numbers on them, arranged in a way that forms a silhouette of a person's face.",,airplane,0.9676636,X
cat10-elephant3," The image depicts a cat with a textured, almost wavy surface, resembling a piece of fabric or a sculpture.",,cat,0.9999424,H
cat2-truck3," The image depicts a colorful and abstract representation of a cat. The cat's features, such as its eyes, nose, and whiskers, are discernible, but the overall style is fragmented and fragmented, with a blend of vibrant colors and geometric shapes.",,cat,0.99999213,H
cat5-bicycle3," The image is a complex and abstract representation of a cat, with intricate patterns and swirls of color.",,cat,0.9999293,H
cat9-clock2, abstract,,car,0.39157104,X
cat6-chair3," The image showcases a series of overlapping chairs, predominantly in shades of pink and red, with a blurred background.",,chair,0.9999993,I
cat7-clock3," The image is a surreal representation of a cat, with its form distorted and intertwined with abstract patterns and symbols, including clock faces.",,cat,0.99893075,H
cat7-airplane2," The image is an abstract painting with a mix of colors, predominantly yellow, blue, and white. It appears to depict a stylized representation of a cat or a similar animal, with brush strokes that give it a dynamic and somewhat fragmented appearance.",,cat,0.99584264,H
cat5-knife2," The image is a complex and abstract representation of a cat's face, with various textures and colors overlaying each other.",,cat,0.9999528,H
cat10-bird2," The image depicts a gray cat with a somewhat stern expression, resting on a textured surface. The cat's fur appears soft and well-groomed, and its eyes are focused intently forward.",,cat,0.99998665,H
cat1-car2, abstract cat,,cat,0.9999995,X
cat5-boat1, abstract,,car,0.39157104,X
cat5-chair3," The image showcases a series of chairs, predominantly in shades of blue, overlaid in a manner that creates a fragmented and abstract representation.",,chair,0.99998224,I
cat2-car3, abstract,,car,0.39157104,X
cat8-car2, abstract,,car,0.39157104,X
cat5-elephant2," The image depicts a cat with a unique texture and coloration, resembling the appearance of dried or cracked earth. The cat's eyes are particularly striking, with a deep gaze.",,cat,0.99996495,H
cat9-boat2, abstract,,car,0.39157104,X
cat10-bicycle1, abstract,,car,0.39157104,X
cat3-bear2," The image showcases a cat with a striped pattern, resting on a white, fluffy surface. The cat has a relaxed posture, with its eyes slightly open, gazing directly at the viewer.",,cat,0.99999726,H
cat6-bear1," The image showcases a close-up of what appears to be a furry animal, possibly a cat, with a mix of brown and white fur. The texture of the fur is intricate, with various patterns and shades.",,cat,0.98891735,H
cat10-bear1," The image showcases a close-up of what appears to be a furry animal, possibly a cat or a small dog, with a mix of brown and white fur.",,cat,0.94599354,"H, K"
cat9-cat3," The image showcases a fluffy, blue-gray cat with a relaxed posture, lying down and gazing directly at the viewer. The background has a soft, blurred texture, giving the image a dreamy and ethereal feel.",,cat,0.9995396,H
cat4-chair2, chairs,,chair,1.0,I
cat1-dog1," The image showcases a close-up of a cat's face, with a textured, almost painterly effect. The cat has a striped pattern on its fur, and its eyes are prominently displayed. The background appears to be a blend of warm colors, possibly representing fur or a soft fabric.",,cat,0.9999944,H
cat10-airplane3, abstract,,car,0.39157104,X
cat10-keyboard1," The image appears to be a close-up of a textured surface, possibly a wall or a piece of fabric, with a pattern of repeated text or symbols. The text is not entirely legible due to the resolution and angle of the image.",,airplane,0.9334119,X
cat1-boat1, abstract cat,,cat,0.9999995,X
cat7-elephant1," The image depicts a cat lying on a textured surface, possibly a blanket or a rug, with intricate patterns resembling the texture of the cat's fur.",,cat,0.9999658,H
cat1-chair2," The image showcases a collection of wooden chairs, seemingly stacked or overlapping in a chaotic manner. The chairs vary in design and size, and the image has an abstract, artistic quality to it.",,chair,0.9999881,I
cat4-truck3, abstract,,car,0.39157104,X
cat5-car2, abstract,,car,0.39157104,X
cat4-car2, abstract,,car,0.39157104,X
cat3-oven2," The image depicts a futuristic cityscape with towering skyscrapers, intricate architectural designs, and a vast expanse of water. The city appears to be built on multiple levels, with bridges connecting different sections. The atmosphere is misty, giving the city a dreamy and ethereal quality.",,boat,0.6814986,X
cat7-boat3," The image is a vibrant and abstract representation of a cityscape or urban environment. It features a mix of architectural elements, vehicles, and other structures, all rendered in a painterly style with a rich palette of colors.",,airplane,0.6297098,X
cat8-bicycle3, a cat,,cat,0.9999995,H
cat5-keyboard3," A cat is inside a car, looking out through the windshield.",,cat,0.8242536,"G, H"
cat2-bottle3, cat,,cat,1.0,H
cat4-bird2," The image depicts a cat with a striped pattern, sitting on a wooden post against a textured gray background.",,cat,0.9997353,H
cat9-knife2," The image is a textured painting with a mix of earthy tones and splashes of red. It appears to be a collage of various materials, possibly paper or fabric, with overlapping layers and a sense of depth.",,airplane,0.8944475,X
cat9-bicycle1," The image is a chaotic collage of various mechanical and electronic parts, possibly from vehicles or machinery. The parts are intricately intertwined, and the image has a mosaic-like quality with a mix of colors and textures.",,airplane,0.7057707,X
cat5-bottle1," The image showcases a myriad of bottles, possibly of alcoholic beverages, with a myriad of colors, labels, and shapes. The bottles are densely packed, making it challenging to discern individual items.",,bottle,1.0,F
cat2-cat1," The image showcases a fluffy, orange-furred kitten with large, expressive eyes. The kitten appears to be sitting on a soft, white surface, possibly a blanket or a bed.",,cat,0.99985003,H
cat9-chair2, chairs,,chair,1.0,I
cat10-clock1, abstract,,car,0.39157104,X
cat3-bicycle1," The image is a complex and intricate digital artwork that appears to depict a cat amidst a chaotic and abstract background. The cat is rendered in sharp detail with a mix of colors, predominantly black, white, and shades of red. The background is a mosaic of fragmented shapes, patterns, and colors, creating a sense of motion and dynamism.",,cat,0.9999064,H
cat10-bottle1," The image showcases a collection of various bottles, possibly alcoholic beverages, arranged in a dense manner. The bottles come in different shapes, sizes, and colors, and some have distinct labels or branding.",,bottle,1.0,F
cat1-oven1, cat,,cat,1.0,H
cat7-bottle1," The image showcases a myriad of bottles, cans, and containers, seemingly arranged in a collage or mosaic format. The bottles vary in size, shape, and color, and the arrangement creates a complex and intricate pattern.",,bottle,0.9999968,F
cat1-cat3," The image showcases a close-up of a cat with a striped pattern, possibly a tabby. The cat's eyes are prominently visible, and it appears to be gazing intently at something. The background is blurred, emphasizing the cat's face.",,cat,0.9999943,H
cat9-bird3," The image showcases a beautifully painted cat with a mix of brown, white, and black fur. The cat has striking green eyes and is depicted in a relaxed pose, lying down. The background is abstract with a blend of light and dark shades, giving the artwork a dreamy and ethereal feel.",,cat,0.99999464,H
cat6-oven1," The image depicts a cat in a seated position, with its eyes closed. The cat appears to be made of a glossy, reflective material, and is surrounded by a series of horizontal, rectangular blocks or panels. The entire image has a glossy, mirror-like finish, and the cat and the blocks are rendered in shades of black and white.",,cat,0.99992156,H
cat1-bird1, cat,,cat,1.0,H
cat2-elephant1," The image showcases a close-up of what appears to be a cat's fur, with the fur's texture and patterns creating an illusion of a cat's face.",,cat,0.9999515,H
cat5-dog3," The image showcases a fluffy, orange and white kitten with striking blue eyes. It appears to be resting or lounging on a white surface, surrounded by a soft, furry texture.",,cat,0.99995387,H
cat3-cat1," The image showcases a ginger-colored cat with striking green eyes, resting on a white furry surface.",,cat,0.99999666,H
cat3-truck3, abstract,,car,0.39157104,X
cat3-elephant2," The image depicts a cat with a unique and intricate pattern on its fur, resembling the texture of tree bark or a cracked surface. The cat's eyes are prominently visible, and it appears to be resting or lying down.",,cat,0.9999858,H
cat4-keyboard2," The image appears to be a blurred or abstract representation of a camera or electronic device, with various buttons and controls. The focus is on the top section of the device, which seems to have multiple buttons and a display screen.",,airplane,0.9954,X
boat4-car3," The image appears to be a digital artwork or manipulation, showcasing a chaotic blend of abstract shapes, patterns, and colors. It has a distorted and fragmented appearance, with elements resembling vehicles, structures, and possibly natural landscapes. The predominant colors are red, white, and shades of gray, with some green and blue accents.",,airplane,0.8744011,X
boat1-bear1," The image showcases a close-up of what appears to be a furry or textured material, possibly resembling the texture of animal fur.",,dog,0.5168721,X
boat7-clock3," The image is a distorted representation of multiple clock faces, intertwined and overlapping, creating a chaotic and abstract pattern.",,clock,0.9999957,J
boat8-elephant1," The image showcases a close-up of what appears to be the skin of an elephant. The skin is textured with deep wrinkles and crevices, giving it a rough and rugged appearance.",,elephant,0.9999994,L
boat3-bicycle2," The image showcases a chaotic and intricate arrangement of various objects, possibly metallic, intertwined and overlapping in a complex pattern.",,airplane,0.9823261,X
boat6-car1, colorful abstract,,bird,0.41616327,X
boat1-elephant3," The image showcases a close-up of what appears to be the skin of an animal, possibly an elephant, with a textured and wrinkled appearance.",,elephant,0.99998844,L
boat6-bear1," The image showcases a close-up of what appears to be a furry animal, possibly a dog or a wolf, with a focus on its ear and surrounding fur.",,dog,0.98489064,X
boat2-bottle2," The image showcases a collage of various bottles, possibly of wine or other beverages, with a blurred background. The bottles are of different shapes, sizes, and colors, and there's an artistic overlay that gives it a painterly effect.",,bottle,0.9999999,F
boat9-keyboard2," The image appears to be a close-up of a keyboard, with keys and symbols visible. The image has a blurred and abstract quality to it, with overlapping and distorted shapes.",,keyboard,0.99975365,M
boat7-elephant3," The image showcases a close-up of what appears to be a textured, wrinkled surface, possibly resembling the skin of an animal.",,dog,0.4796236,X
boat10-oven1," The image appears to be a blurred or abstract representation of a vehicle, possibly a car or a truck, with the number '62' prominently displayed on it. The background is predominantly white, and the vehicle itself is rendered in dark shades, possibly black or dark gray.",,truck,0.9290073,"G, P"
boat6-bottle2," The image showcases a collection of various bottles, possibly of wine or other beverages, with a blurred and artistic overlay.",,bottle,0.99999976,F
boat2-oven3, abstract,,car,0.39157104,X
boat6-clock2, abstract,,car,0.39157104,X
boat5-knife2," The image depicts a ship with multiple sails, set against a backdrop of abstract patterns and colors.",,boat,0.99697936,E
boat4-elephant2," The image showcases a close-up of what appears to be a textured surface, resembling the skin of an elephant or some other large mammal. The texture is intricate with multiple folds, creases, and ridges.",,elephant,0.9999758,X
boat6-airplane2," The image depicts an abstract painting of a boat or canoe floating on water. The boat is predominantly white with yellow and black details. The water is portrayed in various shades of blue and white, with brush strokes that give a sense of movement and depth.",,boat,0.99999917,E
boat5-clock3," The image showcases a distorted and abstract representation of clock faces, with various time indicators and numbers. The clocks appear to be melting or warping into one another, creating a surreal and dreamlike atmosphere.",,clock,0.9999989,J
boat7-bottle1, a collage of various bottles and cans,,bottle,0.9999999,F
boat10-truck1," The image appears to be a digital artwork or manipulation of a car's interior, showcasing various elements like seats, dashboard, and door panels. The colors are vibrant, with a mix of reds, whites, and blacks, and the image has a glossy, reflective quality.",,car,0.9989858,G
boat1-truck3," The image appears to be an abstract painting with a mix of vibrant colors, predominantly yellows, blues, and greens. The shapes and patterns are somewhat reminiscent of architectural or urban structures, but they are rendered in a way that is open to interpretation.",,airplane,0.75163275,X
boat1-car2, abstract,,car,0.39157104,X
boat1-bird3, abstract painting,,airplane,0.58920157,X
boat5-airplane1, abstract,,car,0.39157104,X
boat6-dog1," The image showcases a close-up of what appears to be a furry or feathery texture, predominantly in shades of beige and brown.",,airplane,0.6532659,X
boat2-bear3," The image appears to be a close-up of a furry animal, possibly a dog or a wolf, with a focus on its eyes and fur.",,dog,0.9894907,K
boat9-chair2," The image appears to be a digital artwork or manipulation that showcases a collection of wooden chairs and tables. The chairs and tables are overlaid in a chaotic manner, creating an abstract and fragmented visual. The color palette is dominated by earthy tones, and the image has a distorted and fragmented appearance, giving it a dreamlike or surreal quality.",,chair,0.99914134,X
boat9-bird1," The image depicts a ship, possibly a sailing vessel, shrouded in a misty or ethereal ambiance. The ship's details are obscured by the swirling patterns and muted colors, giving it a dreamlike quality.",,boat,0.98401815,X
boat8-oven1," The image appears to be a digital or artistic representation of a staircase or a series of steps. The colors are predominantly grays and whites, with some greenish hues. The image has a blurred or abstract quality to it, suggesting motion or a sense of movement.",,airplane,0.88616,X
boat10-bear3," The image showcases a close-up of what appears to be a furry animal, possibly a dog or a cat, with a wet and matted appearance. The fur is predominantly brown with some white and black strands. There are also some greenish elements, possibly moss or algae, present in the fur.",,dog,0.70432585,"H, K"
boat5-car3, abstract,,car,0.39157104,X
boat3-clock3," The image is a distorted representation of clocks and time-related symbols, with a mix of abstract shapes and numbers.",,clock,0.99999857,J
boat4-bicycle3, abstract,,car,0.39157104,X
boat9-cat3," The image appears to be an abstract representation of a ship or boat, with masts and sails, set against a backdrop of what might be a coastline or beach. The colors are predominantly warm, with hues of brown, gold, and beige, giving it a vintage or aged appearance.",,boat,0.9999683,E
boat9-airplane2," The image depicts an abstract representation of a ship or boat, with a blend of blue, yellow, and white colors. The ship appears to be sailing on calm waters, with the sails billowing in the wind.",,boat,0.99991965,E
boat9-knife2," The image appears to be a collage of various papers, possibly old and weathered, with faded writings and drawings on them. The papers are layered over one another, creating a sense of depth and texture.",,airplane,0.8844054,X
boat6-bicycle2," The image appears to be a complex and abstract representation, possibly a digital artwork, with overlapping and intertwined patterns of metallic and reflective surfaces.",,airplane,0.96486014,X
boat7-truck2," The image is an abstract painting with a mix of red, white, and black strokes. It has a textured appearance with some areas showing a mesh-like pattern.",,airplane,0.9838495,X
boat6-cat1," The image showcases a close-up of what appears to be a furry animal, possibly a cat or a small dog, with a prominent ear and a mix of light and dark fur tones.",,cat,0.8360965,"H, K"
boat5-boat3," The image depicts a vibrant and abstract cityscape with multi-colored buildings, roads, and other structures. The colors are bright and varied, with a mix of blues, reds, yellows, and greens. The city appears to be built on a hill or mountain, with buildings cascading down its slopes. There are also some smaller structures and objects scattered throughout, giving the image a dynamic and bustling feel.",,bicycle,0.552516,X
boat1-oven1," The image appears to be a blurred or abstract representation of a vehicle, possibly a car or a bus, with a predominantly white and black color scheme. The details are not clearly discernible due to the motion blur effect.",,car,0.85154635,G
